timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,2012,1715,1551,1540,2382,824,884,2811,2669,1050,0
2,1994,1714,1552,1537,2386,823,881,2867,2670,1050,0
3,1998,1712,1552,1537,2385,825,884,2905,2675,1050,0
4,1974,1710,1560,1536,2384,824,883,2898,2670,1048,0
5,1989,1711,1551,1537,2382,824,883,2840,2670,1049,0
6,2027,1712,1552,1538,2383,825,883,2778,2673,1050,0
7,1998,1711,1551,1538,2384,823,881,2782,2670,1049,0
8,1992,1714,1550,1536,2384,826,882,2842,2670,1048,0
9,1952,1708,1550,1536,2383,825,882,2891,2671,1050,0
10,1989,1709,1551,1538,2385,825,882,2906,2670,1050,0
11,1968,1711,1551,1538,2384,824,881,2881,2671,1050,0
12,1987,1712,1552,1536,2377,825,884,2819,2671,1050,0
13,1988,1714,1551,1537,2383,826,885,2773,2671,1049,0
14,2010,1711,1554,1537,2385,825,884,2798,2671,1051,0
15,1997,1714,1553,1538,2383,826,881,2856,2671,1050,0
16,1995,1715,1551,1536,2384,826,883,2902,2671,1049,0
17,1961,1710,1552,1537,2384,824,883,2906,2671,1049,0
18,1979,1714,1550,1537,2384,824,883,2857,2673,1050,0
19,1987,1706,1554,1537,2385,821,885,2789,2674,1049,0
20,1987,1711,1551,1538,2385,825,886,2777,2670,1050,0
21,1994,1706,1552,1538,2385,826,882,2828,2672,1050,1
22,1994,1726,1552,1538,2384,826,883,2883,2672,1047,1
23,1994,1716,1552,1538,2384,824,883,2906,2672,1050,1
24,1988,1715,1551,1536,2385,826,886,2886,2671,1054,1
25,1993,1705,1553,1537,2385,823,883,2825,2674,1050,1
26,1990,1709,1551,1536,2386,824,882,2780,2672,1046,1
27,1997,1718,1552,1536,2386,825,882,2793,2673,1050,1
28,1981,1713,1553,1537,2384,826,881,2854,2672,1050,1
29,2013,1714,1552,1539,2385,825,883,2895,2673,1050,1
30,1990,1710,1551,1538,2384,825,883,2907,2672,1049,1
31,1992,1717,1552,1538,2385,824,884,2867,2673,1050,1
32,1988,1702,1554,1539,2386,818,884,2799,2674,1049,1
33,2001,1714,1553,1539,2384,823,883,2776,2673,1049,1
34,1976,1711,1558,1538,2384,823,884,2818,2673,1048,1
35,1990,1696,1553,1538,2386,825,882,2868,2672,1050,1
36,1994,1710,1551,1538,2386,824,881,2907,2674,1050,1
37,1970,1711,1554,1539,2385,824,884,2899,2674,1049,1
38,1994,1717,1553,1538,2384,823,888,2838,2673,1050,1
39,1992,1709,1553,1540,2384,824,883,2786,2674,1050,1
40,1976,1710,1554,1539,2386,825,885,2787,2674,1050,1
41,2006,1714,1553,1540,2386,824,885,2836,2672,1050,1
42,1994,1723,1553,1530,2386,824,888,2894,2675,1051,1
43,1987,1714,1554,1540,2379,824,885,2907,2675,1051,1
44,1995,1711,1554,1542,2387,824,888,2874,2676,1052,1
45,1998,1717,1554,1544,2387,822,885,2822,2675,1051,1
46,1988,1711,1554,1543,2386,824,885,2778,2676,1051,1
47,1996,1710,1554,1545,2387,823,888,2806,2677,1051,1
48,1974,1711,1554,1545,2386,822,889,2864,2677,1054,1
49,2003,1716,1548,1546,2386,822,888,2898,2677,1053,1
50,1998,1716,1555,1546,2387,833,890,2905,2678,1053,1
51,1991,1711,1554,1546,2387,824,890,2855,2680,1053,1
52,1993,1710,1554,1548,2387,822,889,2800,2680,1053,1
53,1980,1714,1563,1550,2387,823,891,2789,2679,1056,1
54,1999,1715,1555,1549,2391,824,891,2827,2679,1054,1
55,1998,1716,1554,1550,2387,824,891,2884,2680,1056,1
56,2034,1716,1555,1552,2388,823,891,2902,2682,1056,1
57,1995,1725,1554,1551,2388,824,899,2893,2682,1057,1
58,1995,1715,1553,1554,2386,823,898,2840,2683,1055,1
59,1995,1713,1555,1555,2387,824,898,2794,2683,1056,1
60,1978,1716,1555,1556,2387,824,898,2804,2683,1057,1
61,2005,1715,1557,1556,2391,824,898,2849,2686,1058,1
62,2003,1718,1556,1557,2389,824,899,2898,2688,1056,1
63,1999,1699,1556,1558,2388,824,898,2904,2688,1059,1
64,2000,1723,1555,1558,2387,824,899,2870,2689,1058,1
65,1996,1722,1557,1561,2388,824,903,2810,2689,1060,1
66,2000,1737,1555,1560,2389,825,901,2792,2690,1060,1
67,1997,1720,1557,1562,2390,825,903,2827,2690,1059,1
68,2025,1720,1558,1563,2388,824,903,2870,2691,1060,1
69,1992,1720,1557,1563,2390,824,906,2910,2691,1061,1
70,1995,1715,1560,1566,2390,825,906,2897,2692,1061,1
71,1976,1718,1557,1565,2390,826,905,2854,2693,1061,1
72,1996,1712,1558,1569,2390,823,907,2799,2694,1061,1
73,2010,1720,1558,1569,2389,825,908,2800,2694,1062,1
74,2001,1707,1560,1569,2390,826,908,2842,2694,1062,1
75,2001,1719,1559,1570,2390,825,908,2894,2697,1064,1
76,2000,1702,1559,1571,2390,827,908,2903,2698,1063,1
77,2000,1716,1559,1574,2391,826,908,2887,2696,1066,1
78,1987,1718,1570,1572,2390,825,910,2837,2698,1064,1
79,2005,1720,1560,1573,2391,825,910,2792,2699,1065,1
80,1980,1720,1560,1574,2392,825,913,2820,2699,1065,1
81,2006,1723,1560,1574,2392,826,913,2865,2699,1064,1
82,1967,1717,1562,1576,2392,823,914,2909,2700,1066,1
83,2001,1714,1561,1575,2392,824,914,2907,2700,1065,1
84,2010,1723,1560,1578,2391,826,912,2870,2701,1065,1
85,2003,1715,1561,1576,2392,826,914,2811,2701,1066,1
86,2010,1724,1560,1578,2394,826,915,2798,2702,1066,1
87,2004,1709,1562,1578,2393,825,917,2837,2703,1066,1
88,2004,1718,1562,1579,2393,825,917,2888,2703,1067,1
89,2003,1709,1562,1584,2393,825,918,2906,2704,1067,1
90,2005,1720,1562,1580,2394,825,917,2899,2704,1067,1
91,2008,1705,1563,1589,2393,826,916,2845,2704,1067,1
92,2004,1720,1563,1582,2394,826,918,2806,2704,1067,1
93,1999,1720,1562,1581,2394,825,919,2813,2705,1068,1
94,2004,1721,1562,1582,2394,825,919,2859,2704,1070,1
