Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,2025,1737,1588,1565,2438,835,904,2898,2722,1072,0
2,2027,1730,1590,1558,2436,834,900,2901,2724,1074,0
3,2055,1730,1590,1560,2438,835,907,2866,2723,1074,0
4,2022,1743,1592,1560,2437,837,906,2813,2726,1074,0
5,2022,1741,1590,1560,2437,836,906,2792,2725,1074,0
6,2030,1746,1588,1559,2446,836,905,2819,2724,1072,0
7,2037,1747,1582,1559,2438,835,904,2868,2723,1073,0
8,2027,1743,1591,1558,2438,835,905,2906,2723,1073,0
9,2029,1744,1588,1557,2438,837,904,2904,2723,1072,0
10,2026,1731,1589,1560,2437,837,898,2854,2725,1074,0
11,2012,1745,1591,1559,2436,836,906,2802,2725,1074,0
12,2024,1744,1590,1558,2438,836,906,2794,2723,1072,0
13,2024,1741,1590,1557,2437,839,906,2830,2726,1072,0
14,2040,1746,1592,1558,2438,835,907,2875,2726,1074,0
15,2058,1731,1590,1560,2437,835,906,2900,2726,1072,0
16,2027,1749,1591,1558,2438,837,905,2890,2725,1074,0
17,2032,1747,1591,1558,2445,835,905,2839,2724,1074,0
18,2040,1748,1592,1558,2438,836,906,2794,2727,1073,0
19,2027,1743,1591,1558,2438,836,904,2801,2727,1073,0
20,2027,1745,1589,1558,2438,838,904,2840,2724,1074,0
21,2031,1759,1590,1559,2438,838,907,2893,2726,1074,1
22,2028,1745,1590,1558,2437,837,905,2906,2725,1075,1
23,2028,1748,1592,1559,2438,837,904,2874,2726,1073,1
24,2030,1750,1591,1558,2438,839,906,2832,2725,1074,1
25,2034,1750,1591,1558,2437,835,906,2797,2727,1074,1
26,2026,1749,1590,1558,2438,836,907,2814,2726,1073,1
27,2030,1750,1590,1560,2438,838,905,2864,2727,1074,1
28,2028,1755,1590,1559,2440,836,908,2894,2726,1080,1
29,2046,1752,1592,1558,2438,836,906,2903,2726,1074,1
30,2034,1749,1591,1558,2438,835,906,2865,2727,1074,1
31,2034,1754,1591,1558,2440,843,906,2819,2727,1074,1
32,2003,1749,1591,1560,2438,838,907,2796,2726,1075,1
33,2020,1746,1592,1559,2440,837,906,2822,2728,1075,1
34,2023,1742,1591,1560,2440,837,907,2866,2727,1075,1
35,2051,1733,1593,1560,2438,836,906,2900,2728,1075,1
36,2033,1758,1592,1558,2438,836,900,2897,2728,1074,1
37,2036,1746,1592,1561,2438,836,907,2859,2728,1075,1
38,2023,1746,1592,1561,2440,835,908,2808,2727,1076,1
39,2022,1746,1592,1560,2438,836,908,2795,2723,1076,1
40,2038,1748,1592,1562,2438,835,908,2832,2728,1076,1
41,2035,1750,1591,1561,2440,835,907,2884,2730,1075,1
42,2024,1746,1593,1563,2439,835,909,2909,2729,1076,1
43,2029,1753,1592,1561,2438,836,910,2893,2728,1076,1
44,2030,1746,1592,1563,2439,835,910,2838,2730,1076,1
45,2031,1768,1593,1564,2440,835,913,2806,2730,1077,1
46,2027,1752,1592,1565,2440,837,912,2810,2730,1076,1
47,2030,1738,1594,1565,2439,838,910,2844,2732,1077,1
48,2050,1731,1593,1568,2440,836,911,2890,2731,1078,1
49,2033,1754,1593,1569,2440,836,912,2908,2731,1078,1
50,2023,1751,1592,1568,2432,836,913,2891,2733,1078,1
51,2053,1732,1594,1570,2441,838,912,2837,2732,1078,1
52,2030,1747,1594,1570,2441,836,912,2806,2735,1080,1
53,2037,1756,1593,1571,2439,836,915,2819,2734,1078,1
54,2030,1731,1594,1573,2440,836,913,2859,2734,1080,1
55,2059,1733,1595,1572,2442,836,915,2900,2735,1079,1
56,2037,1755,1593,1573,2441,836,914,2904,2736,1081,1
57,2024,1752,1594,1574,2438,835,917,2878,2737,1080,1
58,2033,1738,1594,1576,2440,837,918,2826,2737,1082,1
59,2032,1750,1595,1576,2440,837,919,2811,2738,1082,1
60,2035,1752,1594,1577,2442,836,918,2831,2738,1080,1
61,2030,1744,1594,1578,2442,829,920,2870,2739,1080,1
62,2038,1752,1595,1579,2446,837,922,2902,2740,1082,1
63,2034,1768,1595,1583,2442,837,923,2906,2739,1085,1
64,2034,1755,1596,1582,2441,838,923,2864,2741,1083,1
65,2035,1750,1598,1584,2443,836,923,2821,2742,1083,1
66,2041,1755,1598,1584,2442,836,924,2814,2744,1084,1
67,2032,1753,1595,1583,2442,837,924,2847,2743,1085,1
68,2035,1746,1596,1586,2443,832,930,2884,2744,1085,1
69,2034,1768,1597,1586,2441,838,930,2912,2745,1086,1
70,2019,1752,1594,1587,2443,837,930,2902,2744,1085,1
71,2067,1739,1596,1588,2443,837,929,2856,2746,1085,1
72,2036,1750,1600,1588,2443,838,926,2821,2747,1082,1
73,2040,1758,1597,1592,2442,838,930,2821,2747,1088,1
74,2034,1752,1598,1592,2442,837,932,2854,2747,1088,1
75,2036,1752,1598,1590,2443,838,930,2892,2747,1088,1
76,2026,1752,1600,1594,2443,838,930,2905,2747,1088,1
77,2035,1746,1600,1592,2443,838,932,2890,2750,1088,1
78,2039,1765,1601,1595,2443,838,931,2852,2752,1090,1
79,2026,1753,1601,1595,2444,838,934,2821,2750,1091,1
80,2040,1736,1598,1595,2443,838,931,2824,2750,1091,1
81,2037,1754,1602,1596,2443,838,941,2872,2752,1091,1
82,2017,1754,1602,1597,2443,838,936,2905,2754,1090,1
83,2038,1759,1602,1600,2446,838,938,2910,2754,1091,1
84,2037,1754,1602,1597,2444,838,936,2886,2755,1089,1
85,2055,1739,1601,1600,2446,836,937,2842,2756,1091,1
86,2033,1754,1602,1600,2446,836,938,2818,2755,1092,1
87,2042,1755,1603,1603,2446,836,940,2838,2755,1093,1
88,2046,1756,1601,1600,2446,838,939,2882,2760,1092,1
89,2035,1754,1601,1602,2447,837,940,2907,2755,1092,1
90,2040,1753,1603,1602,2446,838,939,2911,2758,1094,1
91,2040,1759,1603,1602,2446,838,942,2880,2758,1094,1
92,2038,1752,1604,1603,2446,838,943,2830,2758,1093,1
93,2043,1755,1603,1604,2447,837,940,2817,2758,1094,1
94,2040,1762,1603,1604,2446,837,944,2856,2758,1095,1
95,2037,1754,1603,1603,2448,839,942,2886,2758,1094,1
96,2050,1745,1605,1604,2443,838,943,2914,2759,1094,1
97,2040,1762,1604,1604,2448,838,944,2909,2759,1094,1
98,2041,1754,1605,1604,2448,837,943,2862,2758,1096,1
99,2046,1763,1603,1605,2448,839,944,2830,2758,1094,1
100,2042,1758,1605,1607,2449,837,947,2826,2758,1094,1
101,2042,1764,1604,1608,2448,838,940,2853,2760,1096,1
102,2042,1758,1604,1606,2448,838,945,2887,2761,1093,1
103,2042,1764,1604,1608,2450,838,945,2911,2760,1093,1
