Time,NO2,C2H5CH,VOC,CO,Temperature,Pressure,Humidity,Gas Resistance
0,186,155,407,337,24.28,1020.74,27.33,433.16
1,186,155,406,337,24.28,1020.74,27.34,430.11
2,184,154,405,337,24.28,1020.73,27.37,432.88
3,185,154,405,336,24.28,1020.73,27.36,433.72
4,184,154,405,336,24.28,1020.72,27.38,430.93
5,184,154,405,337,24.28,1020.72,27.38,433.44
6,184,153,404,336,24.28,1020.76,27.37,432.60
7,184,153,404,336,24.28,1020.78,27.39,434.00
8,184,153,403,336,24.28,1020.80,27.39,432.04
9,184,152,404,336,24.28,1020.82,27.40,433.16
10,185,153,405,338,24.28,1020.82,27.40,427.64
11,185,153,405,339,24.28,1020.83,27.40,430.93
12,185,152,404,339,24.29,1020.82,27.41,430.66
13,184,152,403,337,24.29,1020.82,27.42,431.49
14,184,152,403,338,24.29,1020.83,27.44,432.04
15,184,152,403,338,24.29,1020.83,27.46,434.56
16,183,151,402,338,24.29,1020.83,27.48,430.38
17,183,151,401,337,24.29,1020.82,27.47,433.16
18,183,151,401,337,24.29,1020.82,27.48,432.60
19,183,150,401,337,24.29,1020.75,27.48,432.60
20,183,151,400,336,24.29,1020.69,27.50,430.66
21,183,151,400,337,24.29,1020.65,27.50,436.54
22,182,150,400,336,24.29,1020.61,27.50,431.49
23,182,150,400,336,24.29,1020.58,27.50,434.28
24,182,149,398,336,24.29,1020.55,27.50,434.28
25,181,150,398,335,24.29,1020.53,27.51,433.16
26,181,150,399,336,24.29,1020.52,27.51,436.25
27,181,149,397,335,24.29,1020.50,27.50,437.10
28,181,149,398,335,24.29,1020.50,27.50,435.97
29,181,149,397,335,24.29,1020.49,27.50,435.12
30,180,149,397,335,24.29,1020.50,27.50,437.39
31,181,148,397,335,24.29,1020.50,27.49,438.24
32,180,148,396,335,24.29,1020.51,27.50,435.40
33,181,148,397,335,24.29,1020.58,27.48,432.60
34,180,148,397,334,24.29,1020.59,27.48,436.82
35,180,148,396,335,24.29,1020.58,27.48,434.56
36,179,147,396,334,24.28,1020.56,27.47,436.54
37,180,147,396,335,24.29,1020.55,27.47,433.72
38,180,147,395,334,24.28,1020.52,27.47,437.67
39,179,147,395,334,24.28,1020.52,27.48,435.69
40,180,147,396,334,24.28,1020.51,27.46,433.72
41,180,147,395,335,24.28,1020.50,27.47,435.97
42,180,147,394,335,24.28,1020.49,27.46,432.04
43,180,146,394,335,24.28,1020.48,27.47,432.88
44,179,146,394,336,24.28,1020.48,27.48,435.12
45,179,146,393,335,24.28,1020.47,27.49,432.88
46,178,146,394,336,24.28,1020.45,27.49,432.32
47,178,145,393,336,24.28,1020.44,27.51,429.83
48,178,146,392,336,24.28,1020.51,27.51,434.84
49,178,145,393,335,24.28,1020.53,27.52,434.00
50,178,145,392,335,24.28,1020.54,27.53,433.44
51,178,145,392,335,24.28,1020.54,27.54,434.28
52,178,145,391,334,24.28,1020.53,27.55,434.00
53,177,144,391,335,24.28,1020.54,27.56,434.28
54,178,144,390,334,24.28,1020.52,27.56,434.56
55,176,144,390,334,24.28,1020.52,27.54,435.12
56,176,144,389,334,24.28,1020.56,27.57,435.97
57,176,143,389,334,24.28,1020.63,27.56,433.72
58,177,144,390,335,24.28,1020.69,27.54,435.40
59,177,143,389,333,24.28,1020.78,27.56,439.39
60,176,143,389,333,24.28,1020.76,27.54,437.10
61,176,143,388,333,24.28,1020.73,27.54,437.39
62,176,142,389,333,24.28,1020.72,27.54,433.44
63,176,143,388,334,24.28,1020.70,27.54,435.97
64,176,142,387,334,24.28,1020.70,27.54,438.24
65,175,142,386,333,24.28,1020.70,27.54,435.40
66,175,142,386,333,24.28,1020.69,27.54,434.28
67,175,142,387,333,24.28,1020.69,27.55,436.54
68,175,142,387,333,24.28,1020.69,27.53,438.82
69,175,141,386,333,24.28,1020.68,27.54,434.84
70,175,141,386,333,24.28,1020.71,27.54,436.25
71,174,141,385,333,24.28,1020.69,27.53,435.97
72,174,141,385,333,24.28,1020.65,27.53,434.00
73,174,141,385,333,24.28,1020.65,27.53,434.56
