Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,1611,1269,942,1021,1571,555,490,2787,1826,688,0
2,1603,1269,943,1019,1571,555,490,2793,1827,688,0
3,1608,1259,942,1019,1572,556,489,2659,1827,688,0
4,1570,1267,943,1018,1572,556,483,2570,1823,688,0
5,1611,1274,941,1020,1570,556,489,2610,1825,688,0
6,1610,1267,942,1018,1571,554,488,2722,1823,688,0
7,1594,1268,942,1019,1571,555,488,2790,1824,688,0
8,1640,1274,942,1016,1570,556,490,2792,1824,687,0
9,1610,1266,943,1018,1570,557,487,2634,1826,686,0
10,1608,1266,943,1018,1570,555,488,2569,1825,688,0
11,1606,1274,942,1018,1571,555,488,2637,1826,686,0
12,1612,1270,943,1019,1571,554,489,2740,1826,688,0
13,1611,1283,942,1019,1570,555,489,2799,1825,688,0
14,1597,1263,944,1018,1571,556,488,2770,1825,688,0
15,1609,1276,941,1019,1571,555,488,2651,1826,687,0
16,1610,1270,942,1018,1574,556,487,2563,1825,687,0
17,1606,1268,942,1018,1572,556,486,2633,1825,688,0
18,1594,1268,942,1019,1570,557,488,2730,1826,687,0
19,1609,1250,943,1019,1570,554,489,2792,1826,688,0
20,1616,1275,942,1017,1571,556,489,2774,1826,687,0
21,1607,1253,942,1019,1570,555,489,2652,1826,687,1
22,1608,1270,942,1019,1572,554,488,2571,1823,687,1
23,1604,1255,942,1018,1572,554,487,2590,1825,688,1
24,1607,1264,942,1020,1568,554,489,2693,1826,687,1
25,1603,1269,943,1019,1571,554,493,2774,1826,688,1
26,1614,1274,942,1019,1571,556,489,2794,1826,688,1
27,1604,1266,943,1019,1570,554,488,2754,1824,686,1
28,1603,1270,942,1017,1571,556,488,2626,1825,687,1
29,1606,1265,943,1020,1570,556,488,2569,1826,686,1
30,1593,1268,942,1019,1570,554,494,2614,1825,687,1
31,1586,1266,943,1019,1570,556,487,2715,1825,688,1
32,1620,1273,944,1018,1571,555,487,2786,1825,687,1
33,1605,1262,943,1019,1572,555,488,2799,1823,688,1
34,1611,1273,943,1018,1571,555,490,2716,1823,688,1
35,1606,1264,942,1019,1572,554,489,2608,1826,687,1
36,1609,1258,943,1018,1572,555,487,2563,1825,687,1
37,1612,1272,943,1018,1570,556,490,2637,1823,692,1
38,1611,1270,942,1018,1572,555,488,2742,1823,688,1
39,1605,1259,942,1019,1571,555,487,2792,1825,687,1
40,1610,1268,943,1019,1571,555,488,2789,1825,687,1
41,1608,1280,942,1020,1570,555,490,2688,1825,687,1
42,1603,1264,943,1020,1572,555,488,2584,1826,689,1
43,1606,1251,942,1019,1573,554,488,2578,1823,687,1
44,1614,1270,943,1020,1571,555,490,2664,1822,689,1
45,1610,1264,943,1019,1563,555,488,2760,1824,688,1
46,1603,1263,942,1021,1571,555,489,2797,1824,686,1
47,1595,1271,943,1019,1573,555,489,2776,1823,688,1
48,1610,1270,942,1021,1572,554,482,2654,1824,690,1
49,1613,1266,942,1020,1570,555,489,2573,1825,689,1
50,1642,1269,942,1016,1571,557,493,2598,1825,687,1
51,1601,1270,944,1021,1571,556,490,2694,1824,688,1
52,1608,1284,942,1020,1572,555,490,2775,1824,689,1
53,1611,1267,942,1024,1572,555,490,2798,1824,689,1
54,1604,1259,942,1022,1572,556,488,2753,1826,690,1
55,1608,1272,942,1022,1580,557,491,2626,1825,689,1
56,1612,1269,941,1024,1571,556,484,2563,1825,690,1
57,1612,1269,942,1024,1574,556,491,2616,1825,688,1
58,1626,1270,942,1021,1571,563,491,2723,1825,689,1
59,1606,1272,943,1022,1572,557,490,2780,1824,690,1
60,1606,1269,943,1024,1574,558,490,2792,1826,688,1
61,1606,1278,943,1025,1571,557,491,2723,1826,690,1
62,1629,1270,943,1025,1571,555,491,2608,1826,690,1
63,1606,1266,943,1026,1573,555,494,2575,1826,690,1
64,1602,1264,934,1026,1574,554,491,2643,1826,691,1
65,1595,1267,942,1025,1571,555,493,2738,1826,691,1
66,1607,1267,940,1026,1567,555,492,2794,1824,691,1
67,1600,1267,942,1026,1574,556,492,2797,1825,689,1
68,1607,1266,945,1025,1574,555,491,2690,1825,690,1
69,1600,1268,943,1025,1574,556,491,2584,1826,691,1
70,1586,1267,943,1024,1572,555,493,2580,1827,691,1
71,1610,1269,943,1027,1573,555,492,2670,1826,690,1
72,1595,1267,944,1027,1574,557,494,2762,1825,691,1
73,1606,1263,944,1027,1572,556,490,2799,1826,689,1
74,1606,1270,943,1026,1572,558,492,2775,1826,691,1
75,1594,1267,942,1027,1573,556,491,2658,1826,691,1
76,1612,1263,942,1028,1571,556,493,2574,1826,692,1
77,1631,1272,943,1026,1572,557,492,2601,1826,691,1
78,1602,1269,943,1028,1573,557,496,2702,1826,692,1
79,1611,1272,943,1026,1573,557,492,2768,1827,690,1
80,1608,1272,943,1028,1574,557,492,2796,1820,692,1
81,1612,1277,944,1028,1573,555,495,2747,1825,692,1
82,1621,1269,943,1028,1574,557,492,2632,1826,692,1
83,1623,1270,944,1028,1573,555,492,2570,1826,692,1
84,1610,1275,942,1027,1574,555,494,2612,1826,692,1
85,1611,1272,942,1027,1574,555,492,2717,1827,692,1
86,1618,1271,944,1034,1574,558,490,2781,1826,690,1
87,1611,1265,944,1028,1573,556,493,2798,1826,692,1
88,1610,1267,944,1026,1576,556,492,2723,1827,691,1
89,1606,1264,945,1027,1574,557,492,2611,1826,692,1
90,1608,1261,943,1027,1575,558,492,2575,1826,691,1
91,1601,1271,945,1030,1574,556,493,2642,1826,692,1
92,1612,1281,944,1027,1574,557,494,2747,1826,692,1
93,1614,1291,945,1026,1575,555,494,2796,1825,692,1
94,1623,1274,943,1028,1576,557,494,2796,1825,692,1
95,1630,1269,945,1028,1574,555,494,2689,1827,693,1
96,1611,1272,943,1027,1582,557,491,2582,1826,691,1
97,1584,1267,944,1027,1575,557,494,2582,1826,692,1
98,1594,1271,944,1036,1575,558,492,2669,1826,691,1
99,1608,1266,943,1027,1574,555,493,2762,1828,693,1
100,1608,1256,942,1026,1574,556,493,2792,1827,691,1
101,1601,1268,952,1028,1574,558,494,2778,1826,692,1
102,1610,1283,945,1028,1574,555,493,2668,1826,692,1
103,1612,1260,944,1027,1572,556,494,2578,1827,693,1
104,1627,1269,944,1027,1573,557,493,2600,1827,693,1
105,1630,1270,943,1027,1575,556,494,2699,1828,693,1
106,1612,1273,943,1028,1577,557,494,2763,1825,694,1
107,1585,1270,944,1028,1576,557,494,2794,1826,693,1
108,1578,1267,943,1028,1575,556,494,2752,1826,694,1
109,1614,1264,944,1029,1571,556,494,2635,1827,693,1
