first,second,third,forth,label
0.9148936170212765,0.8255813953488369,0.6818181818181817,0.9879518072289155,0
0.8893617021276596,0.8779069767441854,0.7575757575757578,0.9879518072289155,0
0.8638297872340424,0.9011627906976738,0.787878787878789,0.9879518072289155,0
0.8425531914893614,0.9186046511627906,0.8181818181818183,1.0,0
0.8340425531914892,0.9302325581395348,0.8484848484848495,0.9879518072289155,0
0.8382978723404255,0.941860465116279,0.8636363636363633,1.0,0
0.8510638297872339,0.9476744186046506,0.8787878787878789,0.9879518072289155,0
0.8638297872340424,0.9534883720930232,0.8787878787878789,0.9879518072289155,0
0.8765957446808508,0.9534883720930232,0.8939393939393945,0.9879518072289155,0
0.8808510638297871,0.9593023255813948,0.8939393939393945,0.9879518072289155,0
0.8851063829787233,0.9651162790697674,0.9090909090909101,0.9879518072289155,0
0.8893617021276596,0.9651162790697674,0.9090909090909101,0.9879518072289155,0
0.8936170212765955,0.970930232558139,0.9090909090909101,0.975903614457831,0
0.9063829787234043,0.970930232558139,0.9090909090909101,0.975903614457831,0
0.9234042553191486,0.9767441860465116,0.9090909090909101,0.9879518072289155,0
0.9361702127659575,0.9767441860465116,0.9242424242424239,0.9879518072289155,0
0.9489361702127659,0.9825581395348832,0.9393939393939394,1.0,0
0.9659574468085106,0.9825581395348832,0.9393939393939394,0.9879518072289155,0
0.9744680851063827,0.9883720930232558,0.9393939393939394,0.9879518072289155,0
0.9829787234042553,0.9825581395348832,0.9393939393939394,0.9879518072289155,0
0.9872340425531911,0.9883720930232558,0.9393939393939394,0.9879518072289155,0
0.9957446808510637,0.9941860465116275,0.954545454545455,0.975903614457831,0
0.9957446808510637,0.9883720930232558,0.954545454545455,0.9879518072289155,0
1.0,0.9883720930232558,0.954545454545455,0.9879518072289155,0
1.0,0.9883720930232558,0.954545454545455,0.9879518072289155,0
1.0,0.9941860465116275,0.9696969696969706,0.9879518072289155,0
0.9914893617021274,0.9941860465116275,0.9848484848484844,0.975903614457831,0
0.9872340425531911,0.9883720930232558,0.9696969696969706,1.0,0
0.9872340425531911,0.9941860465116275,0.9696969696969706,0.9879518072289155,0
0.9829787234042553,0.9941860465116275,0.9696969696969706,0.9879518072289155,0
0.9829787234042553,0.9941860465116275,0.9848484848484844,0.9879518072289155,0
0.9829787234042553,0.9883720930232558,0.9848484848484844,0.9879518072289155,0
0.9872340425531911,0.9941860465116275,0.9696969696969706,0.9879518072289155,0
0.9872340425531911,0.9941860465116275,0.9696969696969706,0.9879518072289155,0
0.9829787234042553,0.9941860465116275,0.9696969696969706,0.9879518072289155,0
0.9872340425531911,1.0,0.9696969696969706,0.9879518072289155,0
0.9872340425531911,0.9941860465116275,0.9848484848484844,0.9879518072289155,0
