timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,1748,1603,1317,1817,1994,570,1072,2886,3022,1026,0
2,1771,1608,1318,1817,1994,572,1071,2955,3022,1028,0
3,1756,1612,1317,1810,1994,571,1072,2969,3022,1027,0
4,1758,1606,1317,1816,1992,572,1068,2946,3022,1026,0
5,1743,1605,1315,1815,1994,571,1067,2846,3021,1025,0
6,1747,1601,1315,1814,1994,571,1069,2790,3022,1027,0
7,1779,1606,1317,1813,1992,571,1068,2819,3021,1025,0
8,1756,1622,1316,1814,1993,571,1065,2899,3020,1025,0
9,1759,1609,1315,1814,1993,571,1066,2958,3021,1026,0
10,1756,1606,1316,1814,1992,570,1069,2976,3021,1026,0
11,1761,1610,1315,1812,1994,579,1063,2922,3020,1026,0
12,1752,1607,1315,1812,1994,571,1066,2862,3021,1024,0
13,1767,1606,1316,1813,1994,570,1067,2792,3020,1024,0
14,1753,1622,1315,1811,1994,570,1064,2791,3021,1025,0
15,1751,1610,1315,1810,1994,570,1066,2859,3020,1026,0
16,1749,1602,1316,1810,1991,571,1065,2922,3021,1025,0
17,1754,1606,1315,1810,1993,571,1063,2962,3019,1025,0
18,1714,1605,1314,1810,1993,571,1064,2970,3019,1024,0
19,1751,1612,1314,1808,1994,571,1065,2938,3019,1021,0
20,1766,1606,1315,1808,1993,571,1062,2868,3019,1024,0
21,1754,1615,1315,1809,1993,572,1070,2789,3020,1024,1
22,1744,1604,1314,1808,1992,572,1061,2787,3020,1021,1
23,1750,1602,1316,1807,1992,574,1062,2856,3021,1021,1
24,1754,1600,1315,1808,1993,572,1060,2908,3019,1024,1
25,1750,1604,1314,1807,1994,571,1062,2958,3019,1021,1
26,1786,1606,1315,1806,1994,572,1061,2971,3018,1024,1
27,1758,1610,1315,1806,1994,572,1059,2938,3019,1021,1
28,1750,1608,1314,1806,1992,572,1063,2875,3019,1020,1
29,1754,1604,1315,1806,1993,573,1058,2787,3019,1020,1
30,1750,1604,1314,1806,1993,571,1060,2788,3019,1020,1
31,1762,1604,1306,1805,1992,573,1060,2848,3019,1022,1
32,1735,1602,1314,1806,1994,572,1058,2900,3018,1021,1
33,1773,1606,1315,1807,1993,570,1062,2963,3019,1022,1
34,1758,1610,1315,1806,1994,572,1058,2966,3019,1021,1
35,1744,1604,1315,1807,1992,572,1059,2952,3018,1022,1
36,1756,1606,1314,1806,1993,571,1058,2883,3019,1021,1
37,1746,1602,1314,1808,1992,571,1061,2799,3017,1021,1
38,1756,1610,1314,1807,1992,572,1063,2790,3019,1024,1
39,1747,1600,1315,1809,1992,571,1065,2841,3019,1024,1
40,1754,1607,1314,1810,1992,571,1064,2892,3019,1025,1
41,1747,1602,1312,1811,1992,572,1066,2960,3019,1026,1
42,1757,1605,1314,1813,1992,571,1064,2967,3020,1026,1
43,1776,1606,1314,1814,1994,572,1067,2960,3020,1027,1
44,1725,1600,1314,1816,1992,573,1067,2898,3021,1028,1
45,1763,1604,1315,1818,1992,573,1070,2812,3022,1030,1
46,1740,1598,1314,1819,1993,570,1073,2793,3020,1032,1
47,1754,1603,1315,1822,1995,572,1071,2832,3022,1034,1
48,1747,1603,1314,1825,1991,572,1076,2895,3022,1034,1
49,1754,1602,1315,1827,1992,571,1075,2957,3022,1036,1
50,1750,1608,1314,1827,1994,572,1081,2978,3025,1036,1
51,1754,1608,1314,1822,1992,571,1082,2964,3023,1038,1
52,1746,1596,1314,1830,1993,572,1085,2921,3026,1040,1
53,1723,1602,1314,1833,1994,573,1083,2826,3026,1040,1
54,1765,1603,1314,1834,1993,572,1086,2810,3027,1041,1
55,1748,1602,1315,1838,1989,572,1088,2839,3026,1044,1
56,1755,1603,1315,1840,1993,571,1093,2888,3027,1050,1
57,1754,1612,1314,1840,1993,573,1096,2960,3029,1045,1
58,1754,1614,1314,1844,1994,573,1098,2971,3029,1045,1
59,1746,1605,1315,1846,1992,574,1097,2973,3030,1047,1
60,1732,1602,1314,1848,1994,573,1099,2924,3030,1048,1
61,1754,1604,1315,1851,2001,571,1104,2841,3030,1050,1
62,1750,1607,1314,1851,1993,573,1104,2819,3033,1049,1
63,1756,1617,1314,1853,1992,573,1104,2836,3031,1050,1
64,1752,1614,1315,1860,1992,572,1112,2890,3032,1050,1
65,1734,1604,1316,1860,1992,573,1111,2954,3033,1051,1
66,1756,1605,1315,1862,1993,572,1111,2985,3032,1053,1
67,1754,1608,1316,1863,1994,573,1115,2982,3034,1052,1
68,1752,1620,1315,1865,1994,574,1114,2936,3035,1053,1
69,1748,1603,1315,1868,1993,571,1115,2859,3034,1053,1
70,1738,1602,1315,1868,1993,572,1117,2822,3035,1053,1
71,1754,1604,1316,1870,1995,573,1119,2835,3035,1054,1
72,1754,1610,1316,1870,1994,573,1123,2892,3035,1054,1
73,1759,1611,1315,1874,1994,572,1121,2954,3035,1054,1
74,1779,1605,1315,1873,1994,572,1126,2985,3035,1054,1
75,1750,1606,1315,1874,1994,571,1127,2988,3035,1056,1
76,1754,1603,1316,1874,1994,574,1127,2948,3038,1058,1
77,1752,1597,1315,1875,1994,573,1126,2870,3037,1056,1
