Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,1647,1458,1123,1544,1732,512,886,2762,2952,896,0
2,1646,1450,1123,1541,1734,514,882,2720,2952,893,0
3,1657,1457,1125,1541,1733,513,883,2816,2953,893,0
4,1648,1474,1123,1541,1732,513,882,2894,2951,894,0
5,1649,1476,1124,1541,1731,513,881,2926,2951,893,0
6,1647,1458,1123,1540,1730,513,882,2874,2952,894,0
7,1643,1450,1122,1539,1733,514,879,2759,2951,894,0
8,1659,1458,1123,1538,1731,514,881,2720,2950,892,0
9,1647,1454,1122,1538,1732,514,879,2809,2950,892,0
10,1658,1457,1125,1538,1731,512,879,2880,2951,893,0
11,1648,1454,1122,1538,1731,514,877,2913,2949,893,0
12,1645,1456,1122,1539,1720,512,880,2914,2949,892,0
13,1642,1442,1122,1538,1732,514,878,2803,2950,892,0
14,1678,1458,1122,1536,1732,513,879,2720,2950,893,0
15,1650,1464,1123,1536,1732,513,877,2735,2950,891,0
16,1634,1458,1122,1536,1731,514,876,2827,2948,892,0
17,1643,1454,1122,1536,1730,513,879,2898,2949,892,0
18,1650,1459,1121,1533,1732,513,878,2915,2948,890,0
19,1647,1451,1121,1533,1732,513,875,2886,2949,892,0
20,1643,1456,1122,1531,1721,514,876,2782,2947,890,0
21,1646,1441,1122,1532,1730,514,878,2712,2948,890,1
22,1650,1457,1120,1532,1732,513,876,2756,2948,892,1
23,1648,1467,1122,1530,1731,514,872,2851,2949,887,1
24,1634,1457,1122,1531,1731,514,874,2911,2947,891,1
25,1671,1458,1122,1530,1732,514,874,2919,2947,890,1
26,1646,1454,1122,1530,1731,515,874,2862,2947,890,1
27,1646,1459,1121,1530,1732,513,876,2758,2946,891,1
28,1662,1455,1121,1528,1731,514,875,2707,2946,890,1
29,1649,1466,1119,1529,1731,514,872,2780,2947,889,1
30,1647,1445,1121,1528,1731,514,876,2866,2946,890,1
31,1650,1454,1122,1529,1734,513,874,2910,2947,889,1
32,1643,1458,1119,1527,1732,513,874,2922,2946,890,1
33,1668,1458,1121,1530,1731,514,874,2829,2946,891,1
34,1647,1462,1121,1530,1733,513,877,2734,2946,889,1
35,1643,1450,1122,1529,1731,512,874,2721,2947,891,1
36,1648,1451,1119,1529,1732,513,875,2810,2946,890,1
37,1644,1443,1122,1528,1731,513,867,2882,2947,889,1
38,1650,1454,1122,1529,1731,514,875,2910,2947,891,1
39,1633,1455,1124,1531,1731,514,877,2909,2946,891,1
40,1648,1456,1120,1532,1731,513,877,2799,2946,892,1
41,1628,1454,1119,1532,1732,513,876,2726,2946,892,1
42,1649,1455,1122,1536,1733,513,878,2734,2947,893,1
43,1627,1456,1121,1538,1732,513,879,2830,2950,896,1
44,1643,1452,1119,1537,1731,504,881,2902,2947,896,1
45,1634,1456,1120,1539,1732,512,881,2926,2947,897,1
46,1638,1453,1119,1540,1731,513,884,2887,2949,898,1
47,1638,1455,1124,1543,1731,513,885,2789,2950,900,1
48,1674,1455,1121,1546,1732,514,888,2718,2950,902,1
49,1652,1460,1121,1545,1731,513,886,2771,2950,901,1
50,1664,1456,1121,1546,1731,514,887,2856,2947,902,1
51,1658,1456,1122,1547,1731,513,891,2917,2954,905,1
52,1650,1452,1119,1550,1732,513,892,2923,2952,904,1
53,1629,1454,1120,1553,1731,515,892,2866,2955,907,1
54,1634,1454,1121,1553,1734,514,897,2766,2954,907,1
55,1645,1456,1121,1554,1733,514,900,2742,2955,908,1
56,1662,1454,1122,1556,1731,512,901,2793,2957,909,1
57,1646,1457,1122,1559,1732,513,904,2885,2957,909,1
58,1649,1454,1120,1562,1733,514,904,2918,2957,911,1
59,1637,1456,1121,1562,1733,514,907,2926,2956,910,1
60,1649,1454,1121,1563,1733,514,908,2849,2958,912,1
61,1648,1459,1119,1566,1732,513,912,2763,2958,914,1
62,1651,1461,1119,1568,1733,512,910,2754,2959,913,1
63,1647,1446,1122,1570,1731,514,906,2820,2960,914,1
64,1647,1476,1122,1572,1733,514,914,2904,2961,913,1
65,1686,1459,1121,1573,1733,514,918,2927,2961,913,1
66,1656,1456,1122,1575,1731,513,916,2918,2962,915,1
67,1650,1454,1119,1576,1732,513,919,2822,2962,915,1
68,1639,1457,1130,1578,1732,514,923,2754,2963,916,1
69,1661,1457,1121,1579,1733,514,924,2767,2963,916,1
70,1647,1458,1123,1580,1731,514,924,2858,2963,916,1
71,1651,1453,1122,1582,1733,513,925,2914,2964,917,1
72,1646,1449,1122,1583,1733,513,927,2930,2966,917,1
73,1652,1462,1122,1582,1732,514,926,2898,2966,917,1
74,1662,1456,1123,1584,1731,515,927,2798,2966,917,1
75,1631,1454,1122,1586,1731,514,930,2754,2966,918,1
76,1672,1457,1122,1586,1734,515,930,2790,2966,918,1
77,1650,1459,1122,1587,1734,512,933,2881,2967,920,1
78,1652,1454,1123,1586,1732,514,931,2922,2967,918,1
79,1650,1459,1123,1588,1733,514,932,2939,2968,919,1
80,1654,1465,1123,1587,1734,514,932,2876,2968,919,1
81,1645,1447,1122,1595,1732,513,935,2773,2968,920,1
82,1640,1455,1126,1590,1734,514,933,2753,2967,918,1
83,1660,1457,1122,1590,1732,515,934,2810,2968,918,1
84,1634,1456,1122,1591,1732,513,937,2895,2968,920,1
85,1651,1454,1123,1592,1733,512,935,2934,2968,918,1
86,1649,1460,1122,1592,1732,514,937,2925,2970,921,1
87,1658,1459,1123,1593,1734,513,936,2846,2969,920,1
88,1642,1454,1123,1592,1733,514,939,2758,2969,920,1
89,1655,1462,1123,1592,1732,513,937,2762,2970,919,1
90,1651,1455,1123,1592,1734,514,937,2838,2969,920,1
91,1650,1458,1123,1592,1724,513,939,2915,2970,920,1
92,1650,1465,1122,1592,1733,514,936,2938,2968,918,1
93,1647,1451,1122,1592,1733,514,939,2910,2969,919,1
94,1651,1464,1122,1590,1734,514,938,2822,2968,918,1
95,1658,1459,1122,1593,1731,514,938,2750,2969,918,1
96,1643,1458,1123,1592,1733,512,935,2779,2970,918,1
97,1648,1476,1123,1593,1733,513,937,2864,2970,918,1
98,1650,1441,1122,1592,1733,514,939,2920,2969,917,1
99,1648,1473,1123,1592,1733,513,936,2938,2969,916,1
100,1645,1459,1123,1592,1732,514,938,2894,2968,916,1
101,1651,1455,1123,1591,1735,514,936,2790,2969,916,1
102,1646,1450,1122,1592,1734,514,936,2749,2968,916,1
103,1657,1459,1124,1590,1732,514,934,2796,2968,914,1
104,1645,1451,1123,1590,1733,514,936,2878,2967,914,1
105,1644,1458,1123,1590,1728,513,933,2934,2966,913,1
106,1651,1457,1122,1588,1736,515,932,2931,2966,912,1
107,1647,1450,1123,1586,1734,515,930,2862,2966,911,1
108,1654,1463,1124,1585,1734,515,927,2763,2966,910,1
109,1646,1451,1123,1584,1733,514,930,2744,2965,911,1
110,1646,1456,1122,1583,1734,513,926,2820,2964,910,1
111,1650,1457,1122,1582,1739,515,925,2893,2963,908,1
112,1646,1450,1122,1578,1734,514,922,2929,2962,907,1
113,1654,1466,1123,1579,1735,513,921,2926,2963,908,1
114,1646,1452,1124,1578,1732,514,921,2823,2962,906,1
115,1646,1458,1122,1576,1734,514,918,2743,2962,905,1
116,1648,1458,1123,1574,1740,514,916,2745,2960,904,1
117,1646,1447,1122,1571,1734,514,914,2837,2959,904,1
118,1652,1466,1123,1568,1734,514,912,2914,2960,903,1
119,1646,1451,1123,1568,1732,514,912,2927,2958,902,1
120,1643,1458,1123,1564,1731,513,908,2901,2958,902,1
121,1650,1457,1122,1562,1736,514,906,2782,2955,902,2
122,1646,1448,1123,1559,1734,514,905,2722,2956,899,2
123,1650,1463,1122,1558,1733,515,902,2766,2955,900,2
124,1646,1452,1123,1555,1734,514,900,2858,2955,898,2
125,1649,1459,1123,1554,1731,514,899,2922,2955,898,2
126,1650,1456,1123,1552,1733,514,896,2923,2954,897,2
127,1647,1451,1123,1548,1734,514,892,2858,2953,896,2
128,1652,1461,1121,1547,1734,513,890,2752,2951,896,2
129,1644,1452,1123,1543,1734,515,887,2718,2951,892,2
130,1647,1458,1123,1542,1734,514,886,2792,2952,893,2
131,1651,1457,1124,1540,1734,513,883,2872,2951,893,2
132,1659,1463,1125,1542,1738,515,882,2920,2949,891,2
133,1659,1462,1126,1536,1736,516,879,2915,2950,890,2
134,1655,1462,1124,1530,1736,515,880,2824,2949,891,2
135,1658,1462,1126,1524,1736,515,876,2718,2947,890,2
136,1660,1463,1125,1518,1738,514,871,2716,2947,889,2
137,1659,1464,1124,1512,1738,515,868,2810,2946,890,2
138,1660,1462,1125,1508,1736,516,862,2886,2944,887,2
139,1656,1462,1124,1505,1736,515,861,2914,2944,888,2
140,1658,1462,1125,1498,1736,516,855,2895,2939,885,2
141,1659,1463,1125,1494,1736,515,851,2768,2940,885,2
142,1659,1459,1123,1490,1736,514,847,2682,2939,884,2
143,1660,1464,1124,1484,1736,515,841,2719,2937,882,2
144,1655,1465,1123,1482,1736,515,836,2826,2934,881,2
145,1658,1462,1124,1476,1734,515,834,2895,2934,882,2
146,1659,1461,1124,1470,1735,514,827,2907,2932,878,2
147,1657,1460,1122,1466,1736,515,822,2843,2931,878,2
148,1657,1462,1122,1463,1736,515,817,2712,2929,877,2
149,1654,1462,1122,1457,1736,515,813,2665,2928,875,2
150,1656,1462,1123,1453,1736,514,808,2736,2926,874,2
151,1656,1460,1122,1448,1736,515,805,2845,2925,873,2
152,1656,1464,1122,1445,1735,515,798,2894,2922,872,2
153,1657,1460,1122,1438,1734,515,794,2897,2922,869,2
154,1656,1459,1122,1436,1734,515,790,2785,2920,868,2
155,1657,1460,1121,1434,1734,514,786,2659,2918,869,2
156,1658,1459,1122,1429,1734,514,781,2656,2918,866,2
157,1656,1460,1122,1423,1734,514,776,2760,2915,865,2
158,1656,1457,1121,1421,1734,515,774,2853,2913,864,2
159,1656,1459,1121,1416,1734,514,770,2890,2911,861,2
160,1653,1458,1120,1414,1733,514,765,2869,2910,860,2
161,1652,1458,1119,1408,1734,515,760,2723,2907,858,2
162,1655,1458,1120,1403,1733,514,755,2628,2906,857,2
163,1654,1458,1119,1400,1733,515,754,2663,2903,856,2
164,1655,1458,1119,1396,1733,515,748,2786,2904,853,2
165,1652,1460,1120,1393,1732,514,745,2863,2900,854,2
166,1652,1458,1118,1390,1734,515,742,2882,2899,851,2
167,1656,1457,1118,1387,1734,514,739,2822,2898,851,2
168,1654,1456,1118,1382,1732,514,735,2666,2896,850,2
169,1655,1455,1118,1378,1732,514,731,2614,2893,848,2
170,1654,1458,1118,1377,1731,513,729,2690,2892,849,2
171,1651,1458,1118,1371,1731,514,726,2809,2891,847,2
172,1651,1458,1116,1370,1732,514,722,2869,2888,846,2
173,1651,1456,1117,1366,1732,514,720,2875,2888,846,2
174,1653,1457,1117,1363,1731,514,716,2760,2886,843,2
175,1652,1457,1117,1360,1732,515,713,2626,2884,842,2
176,1650,1454,1116,1358,1731,514,712,2612,2883,843,2
177,1651,1456,1117,1355,1732,514,709,2718,2882,840,2
178,1649,1454,1115,1354,1731,515,706,2826,2877,841,2
179,1651,1456,1115,1349,1732,514,704,2867,2876,839,2
180,1651,1456,1115,1347,1730,514,698,2859,2875,838,2
181,1648,1454,1115,1345,1730,513,697,2708,2874,837,2
182,1652,1452,1115,1341,1731,513,696,2594,2872,835,2
183,1649,1454,1114,1339,1730,514,694,2624,2872,835,2
184,1651,1454,1115,1336,1730,514,690,2757,2869,833,2
185,1652,1454,1114,1333,1730,513,688,2840,2868,834,2
186,1650,1454,1112,1332,1730,515,685,2865,2866,832,2
187,1650,1453,1114,1329,1731,514,682,2814,2866,832,2
188,1649,1453,1114,1327,1730,514,680,2653,2863,828,2
189,1650,1452,1114,1325,1730,514,679,2582,2862,828,2
190,1651,1454,1113,1323,1728,514,677,2654,2860,827,2
191,1650,1455,1112,1322,1730,514,675,2781,2858,826,2
192,1650,1450,1112,1318,1730,513,674,2850,2859,826,2
193,1649,1453,1111,1318,1728,514,674,2860,2856,825,2
194,1647,1452,1113,1314,1730,514,670,2759,2856,824,2
195,1648,1451,1112,1314,1729,513,666,2611,2854,822,2
196,1650,1450,1112,1311,1729,513,666,2586,2853,822,2
197,1648,1451,1112,1309,1729,513,664,2686,2851,822,2
198,1649,1451,1110,1307,1729,514,664,2805,2850,821,2
199,1646,1450,1112,1305,1729,513,660,2855,2848,820,2
200,1649,1451,1110,1303,1729,514,659,2856,2846,820,2
201,1646,1450,1112,1303,1726,513,659,2706,2846,819,2
202,1649,1450,1111,1301,1725,512,655,2578,2845,818,2
203,1646,1448,1110,1300,1728,513,655,2598,2843,818,2
204,1648,1450,1111,1297,1728,513,654,2727,2842,818,2
205,1650,1451,1110,1296,1724,513,652,2822,2840,817,2
206,1644,1449,1110,1294,1728,513,650,2853,2840,817,2
207,1648,1449,1110,1295,1726,514,651,2819,2839,815,2
208,1644,1450,1110,1291,1728,514,647,2651,2837,815,2
209,1645,1449,1108,1291,1728,513,645,2566,2836,814,2
210,1647,1448,1108,1290,1728,513,645,2626,2834,814,2
211,1647,1448,1109,1289,1726,514,645,2760,2834,811,2
212,1646,1450,1108,1288,1725,513,643,2837,2834,813,2
213,1646,1447,1109,1285,1724,514,642,2852,2831,812,2
214,1642,1448,1108,1284,1724,514,641,2766,2830,811,2
215,1645,1447,1107,1284,1726,513,640,2611,2828,812,2
216,1644,1445,1107,1282,1726,512,637,2567,2830,811,2
217,1645,1447,1107,1282,1724,512,634,2665,2828,810,2
218,1646,1446,1107,1278,1724,514,634,2790,2826,808,2
219,1643,1447,1107,1277,1724,514,632,2844,2825,808,2
220,1645,1448,1106,1276,1723,514,631,2851,2824,808,2
221,1646,1446,1107,1275,1725,512,632,2707,2824,808,2
222,1644,1444,1107,1275,1726,512,631,2573,2822,808,2
223,1644,1446,1107,1273,1723,513,628,2582,2822,807,2
224,1642,1446,1106,1273,1722,512,628,2706,2819,808,2
225,1644,1444,1106,1272,1723,512,628,2808,2818,807,2
226,1645,1448,1104,1270,1724,513,627,2848,2818,806,2
