Time,NO2,C2H5CH,VOC,CO,Temperature,Pressure,Humidity,Gas Resistance
0,67,60,186,303,11.80,1036.79,31.82,313.77
1,67,59,186,303,11.80,1036.79,31.83,315.57
2,67,60,186,303,11.80,1036.80,31.82,315.87
3,66,60,186,303,11.80,1036.81,31.81,314.37
4,67,59,186,302,11.79,1036.82,31.83,316.47
5,67,59,186,302,11.79,1036.82,31.82,317.39
6,67,59,186,302,11.79,1036.82,31.81,317.39
7,67,59,185,302,11.79,1036.82,31.81,318.30
8,67,60,186,302,11.79,1036.81,31.82,318.61
9,67,59,185,303,11.79,1036.82,31.81,318.92
10,66,59,185,302,11.79,1036.82,31.81,318.61
11,67,59,185,303,11.79,1036.83,31.81,319.23
12,67,60,186,302,11.79,1036.83,31.80,320.46
13,67,59,185,302,11.79,1036.82,31.80,321.08
14,67,59,185,303,11.79,1036.82,31.80,321.40
15,67,59,184,302,11.79,1036.82,31.79,322.02
16,67,59,185,303,11.79,1036.81,31.79,322.34
17,67,59,185,302,11.79,1036.81,31.79,323.92
18,67,59,185,303,11.79,1036.81,31.78,323.28
19,67,59,184,303,11.79,1036.80,31.79,323.60
20,67,59,185,302,11.79,1036.80,31.78,323.28
21,67,59,184,302,11.79,1036.80,31.78,324.55
22,66,59,184,302,11.79,1036.80,31.78,324.87
23,67,59,184,302,11.79,1036.80,31.78,325.19
24,67,59,184,302,11.79,1036.81,31.77,325.51
25,67,59,184,303,11.79,1036.81,31.76,325.83
26,67,58,184,302,11.79,1036.80,31.77,327.12
27,67,58,184,302,11.79,1036.80,31.76,327.77
28,67,59,183,302,11.79,1036.80,31.77,328.75
29,67,59,183,302,11.79,1036.80,31.76,327.77
30,66,58,183,302,11.79,1036.79,31.74,329.40
31,66,59,183,301,11.79,1036.78,31.74,329.40
32,66,58,183,301,11.79,1036.78,31.74,330.72
33,67,58,183,302,11.79,1036.78,31.74,331.38
34,66,58,183,302,11.79,1036.78,31.73,331.72
35,66,59,183,302,11.79,1036.78,31.72,331.72
36,67,59,183,302,11.79,1036.78,31.74,332.38
37,66,58,183,302,11.79,1036.78,31.74,332.72
38,66,58,183,301,11.79,1036.78,31.73,333.39
39,66,58,183,301,11.79,1036.77,31.71,332.72
40,67,59,182,301,11.79,1036.75,31.72,333.05
41,67,58,183,302,11.79,1036.75,31.72,334.74
42,67,58,183,301,11.78,1036.75,31.71,333.73
43,66,58,182,302,11.78,1036.75,31.69,335.42
44,67,58,183,301,11.78,1036.76,31.70,336.10
45,67,58,182,302,11.78,1036.75,31.70,335.42
46,67,58,183,301,11.78,1036.74,31.71,336.10
47,66,59,182,302,11.78,1036.75,31.70,337.47
48,67,58,182,302,11.78,1036.76,31.70,338.17
49,66,58,182,302,11.78,1036.76,31.70,338.51
50,67,58,182,302,11.78,1036.76,31.70,337.47
51,66,58,182,301,11.78,1036.76,31.70,338.51
52,67,59,182,302,11.78,1036.76,31.69,340.25
53,66,58,181,301,11.78,1036.76,31.69,340.25
