Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,1894,1633,1462,3118,2460,994,2186,3155,2689,1795,0
2,1872,1638,1466,3118,2458,995,2187,3145,2690,1793,0
3,1898,1639,1466,3118,2459,995,2186,3144,2690,1794,0
4,1862,1636,1464,3120,2461,995,2183,3147,2690,1795,0
5,1899,1638,1456,3118,2458,994,2186,3162,2686,1795,0
6,1902,1640,1463,3116,2459,994,2184,3163,2690,1792,0
7,1890,1620,1466,3118,2458,997,2186,3169,2688,1794,0
8,1896,1643,1462,3117,2459,991,2184,3148,2689,1794,0
9,1890,1641,1462,3118,2458,996,2187,3146,2690,1793,0
10,1889,1644,1465,3116,2460,996,2184,3145,2686,1793,0
11,1894,1648,1465,3116,2459,998,2192,3151,2690,1795,0
12,1888,1632,1462,3116,2458,999,2182,3160,2689,1790,0
13,1896,1641,1463,3115,2458,994,2186,3163,2686,1794,0
14,1918,1638,1464,3118,2458,988,2181,3172,2689,1795,0
15,1882,1637,1460,3116,2458,995,2186,3155,2690,1795,0
16,1897,1636,1463,3118,2458,996,2184,3158,2691,1793,0
17,1891,1639,1464,3118,2460,991,2186,3147,2691,1793,0
18,1896,1636,1464,3118,2459,994,2184,3139,2692,1794,0
19,1896,1621,1463,3117,2461,991,2192,3156,2691,1795,0
20,1897,1650,1463,3118,2458,996,2195,3158,2691,1794,0
21,1892,1634,1464,3115,2459,998,2190,3170,2690,1794,1
22,1900,1641,1459,3118,2458,998,2187,3164,2692,1792,1
23,1917,1640,1461,3117,2458,994,2185,3162,2690,1794,1
24,1884,1636,1464,3118,2459,993,2183,3147,2691,1790,1
25,1891,1637,1461,3118,2459,994,2184,3139,2693,1795,1
26,1894,1627,1460,3118,2461,994,2188,3146,2693,1792,1
27,1878,1637,1462,3117,2460,996,2184,3146,2691,1790,1
28,1898,1634,1460,3118,2461,993,2188,3155,2694,1790,1
29,1888,1633,1463,3119,2460,994,2187,3170,2691,1794,1
30,1886,1638,1461,3118,2458,994,2187,3171,2690,1790,1
31,1897,1647,1463,3119,2459,997,2187,3158,2690,1790,1
32,1901,1638,1453,3118,2458,994,2191,3158,2691,1795,1
33,1894,1622,1462,3118,2459,995,2193,3150,2691,1793,1
34,1878,1635,1462,3118,2459,994,2191,3140,2691,1794,1
35,1897,1650,1461,3119,2461,996,2192,3151,2691,1795,1
36,1902,1638,1457,3119,2459,994,2190,3162,2691,1793,1
37,1892,1630,1461,3118,2459,995,2187,3170,2690,1795,1
38,1886,1640,1461,3119,2460,995,2187,3170,2688,1796,1
39,1899,1643,1462,3120,2458,994,2187,3158,2691,1795,1
40,1894,1634,1460,3119,2458,991,2190,3158,2691,1794,1
41,1920,1641,1464,3120,2460,992,2187,3147,2693,1800,1
42,1897,1637,1461,3123,2462,994,2190,3146,2695,1800,1
