Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,1770,1411,1101,1853,1800,601,878,2860,2242,854,0
2,1770,1414,1102,1856,1799,601,878,2908,2242,854,0
3,1759,1410,1102,1857,1802,601,874,2928,2243,854,0
4,1765,1408,1102,1854,1802,600,878,2886,2245,854,0
5,1778,1410,1101,1852,1798,602,877,2798,2244,854,0
6,1770,1400,1101,1852,1800,601,874,2762,2242,854,0
7,1771,1409,1103,1853,1803,600,877,2833,2243,856,0
8,1764,1408,1102,1854,1798,602,875,2897,2243,852,0
9,1761,1410,1101,1856,1800,601,876,2929,2243,854,0
10,1786,1411,1102,1856,1798,600,875,2874,2243,854,0
11,1775,1411,1103,1855,1798,601,875,2790,2245,852,0
12,1767,1406,1102,1857,1798,595,877,2760,2244,854,0
13,1761,1408,1100,1856,1798,601,876,2806,2243,854,0
14,1770,1417,1102,1856,1798,602,874,2886,2243,854,0
15,1763,1405,1103,1856,1799,601,878,2926,2245,856,0
16,1765,1404,1102,1857,1794,599,877,2923,2244,855,0
17,1777,1411,1101,1857,1800,601,875,2842,2243,854,0
18,1775,1410,1100,1858,1800,602,878,2769,2243,855,0
19,1770,1403,1101,1857,1800,601,875,2776,2244,849,0
20,1778,1411,1101,1857,1800,601,875,2843,2243,854,0
21,1775,1408,1102,1858,1798,601,875,2903,2245,854,1
22,1766,1403,1101,1856,1800,601,877,2925,2246,854,1
23,1767,1402,1103,1857,1800,601,877,2894,2245,854,1
24,1769,1394,1102,1858,1798,601,875,2810,2244,854,1
25,1771,1414,1101,1858,1800,601,877,2764,2244,854,1
26,1768,1390,1102,1858,1800,601,874,2794,2244,855,1
27,1770,1414,1104,1857,1798,602,877,2874,2245,853,1
28,1770,1400,1102,1857,1801,601,877,2920,2246,855,1
29,1769,1394,1101,1858,1799,602,876,2922,2244,854,1
30,1768,1417,1101,1859,1800,602,878,2854,2245,855,1
31,1767,1405,1103,1859,1799,602,877,2773,2245,854,1
32,1763,1404,1102,1859,1799,599,878,2766,2246,855,1
33,1772,1409,1101,1859,1803,602,878,2830,2246,854,1
34,1774,1408,1104,1859,1798,602,877,2892,2246,854,1
35,1774,1410,1103,1861,1798,602,878,2925,2246,854,1
36,1774,1418,1102,1856,1799,602,878,2910,2245,854,1
