Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,2125,1581,1373,1176,2240,622,584,2814,2345,794,0
2,2137,1594,1374,1179,2237,630,586,2730,2346,795,0
3,2133,1582,1375,1177,2241,624,580,2611,2346,794,0
4,2136,1582,1374,1177,2237,622,585,2638,2346,795,0
5,2142,1594,1374,1178,2238,622,584,2758,2346,794,0
6,2165,1584,1373,1177,2240,623,585,2808,2346,794,0
7,2140,1592,1374,1177,2238,626,585,2821,2346,794,0
8,2132,1587,1372,1176,2238,624,587,2734,2346,794,0
9,2131,1583,1373,1176,2241,623,585,2614,2346,794,0
10,2134,1580,1374,1176,2238,623,585,2633,2347,794,0
11,2123,1582,1373,1176,2240,624,586,2720,2346,794,0
12,2134,1584,1372,1178,2237,623,585,2794,2346,794,0
13,2121,1583,1384,1176,2238,624,586,2823,2346,794,0
14,2133,1583,1375,1177,2241,623,585,2787,2346,794,0
15,2117,1582,1373,1177,2240,623,586,2680,2347,794,0
16,2131,1581,1374,1178,2240,624,586,2610,2346,792,0
17,2109,1581,1373,1178,2242,623,585,2646,2346,794,0
18,2130,1578,1373,1177,2240,623,583,2739,2347,795,0
19,2137,1583,1374,1177,2241,623,589,2805,2347,794,0
20,2132,1576,1374,1177,2240,622,584,2816,2346,793,0
21,2131,1582,1373,1177,2240,624,583,2765,2346,794,1
22,2136,1568,1374,1176,2240,622,583,2653,2346,794,1
23,2134,1583,1373,1178,2242,624,586,2614,2346,794,1
24,2131,1583,1374,1178,2233,622,586,2672,2347,793,1
25,2134,1582,1373,1178,2240,623,590,2762,2347,794,1
26,2136,1587,1374,1177,2242,623,587,2810,2347,793,1
27,2142,1586,1374,1177,2240,622,584,2822,2351,794,1
28,2132,1578,1374,1178,2240,624,585,2730,2348,793,1
29,2141,1589,1375,1177,2237,622,585,2637,2347,794,1
30,2139,1583,1374,1176,2240,624,586,2614,2347,793,1
31,2131,1588,1373,1176,2240,624,587,2697,2347,794,1
32,2140,1590,1374,1177,2241,624,584,2780,2347,794,1
33,2130,1582,1373,1175,2242,624,586,2812,2347,792,1
34,2144,1586,1374,1178,2242,623,585,2810,2348,794,1
35,2137,1583,1375,1177,2240,624,583,2707,2347,793,1
36,2136,1563,1375,1178,2241,622,584,2617,2349,793,1
37,2128,1588,1374,1177,2242,623,585,2635,2347,794,1
38,2136,1587,1373,1177,2241,623,586,2722,2348,796,1
39,2136,1587,1376,1178,2241,624,587,2788,2347,795,1
40,2114,1582,1373,1176,2240,624,586,2822,2347,796,1
41,2142,1583,1375,1176,2243,624,585,2787,2347,795,1
42,2137,1582,1377,1178,2241,624,586,2675,2346,795,1
43,2107,1581,1374,1178,2242,624,586,2614,2347,795,1
44,2147,1586,1376,1178,2245,623,586,2642,2348,794,1
45,2132,1583,1374,1178,2243,623,587,2738,2349,796,1
46,2121,1583,1377,1179,2242,623,587,2806,2349,795,1
47,2143,1592,1374,1177,2243,625,585,2823,2348,795,1
48,2128,1581,1376,1179,2242,624,586,2762,2350,795,1
49,2132,1583,1376,1180,2238,624,587,2660,2348,797,1
50,2147,1587,1375,1180,2242,624,586,2616,2349,796,1
51,2151,1587,1376,1180,2242,624,586,2667,2350,798,1
52,2138,1582,1378,1179,2243,624,587,2760,2350,796,1
53,2121,1585,1374,1179,2243,624,587,2813,2349,796,1
54,2140,1582,1376,1180,2245,623,586,2822,2350,798,1
55,2160,1590,1378,1181,2243,624,588,2730,2350,798,1
56,2137,1587,1374,1180,2244,624,588,2636,2350,797,1
57,2124,1586,1377,1181,2243,624,587,2626,2350,798,1
58,2142,1588,1376,1182,2243,624,587,2697,2351,796,1
59,2142,1572,1379,1185,2243,625,588,2778,2351,798,1
60,2146,1588,1378,1182,2244,624,587,2811,2352,805,1
61,2143,1596,1378,1176,2244,625,587,2813,2350,800,1
62,2146,1585,1378,1182,2246,624,587,2713,2352,800,1
63,2141,1584,1378,1183,2243,626,589,2624,2354,800,1
64,2123,1586,1378,1182,2245,624,588,2635,2354,802,1
65,2152,1592,1379,1182,2246,626,588,2722,2358,798,1
66,2154,1588,1379,1184,2244,626,589,2786,2353,799,1
67,2142,1586,1379,1184,2245,625,589,2819,2354,802,1
68,2146,1591,1380,1184,2246,625,590,2795,2353,802,1
69,2147,1582,1378,1185,2246,624,590,2683,2354,802,1
70,2148,1588,1378,1184,2246,625,590,2624,2355,802,1
71,2151,1578,1379,1184,2246,619,590,2649,2355,802,1
72,2152,1592,1378,1185,2246,625,592,2743,2355,802,1
73,2157,1590,1380,1183,2246,626,589,2805,2355,799,1
74,2155,1589,1379,1186,2247,626,590,2818,2355,804,1
75,2179,1586,1379,1185,2247,624,590,2763,2356,802,1
76,2152,1590,1381,1185,2248,626,590,2663,2355,806,1
77,2144,1586,1381,1182,2238,624,591,2626,2356,802,1
78,2155,1584,1382,1185,2247,627,594,2675,2358,803,1
79,2147,1590,1381,1185,2246,626,592,2763,2357,803,1
80,2152,1582,1381,1186,2248,626,592,2812,2357,805,1
81,2139,1589,1390,1187,2250,625,592,2826,2358,803,1
82,2163,1589,1379,1186,2250,625,592,2742,2359,803,1
83,2157,1591,1380,1186,2248,626,591,2648,2358,802,1
84,2158,1578,1382,1186,2250,626,591,2626,2358,805,1
85,2155,1594,1381,1186,2250,626,591,2694,2359,803,1
86,2161,1595,1381,1186,2250,626,590,2784,2358,805,1
87,2163,1601,1382,1186,2249,630,590,2820,2360,805,1
88,2170,1592,1379,1186,2250,628,591,2806,2360,804,1
89,2161,1595,1383,1187,2248,626,586,2711,2360,805,1
90,2159,1592,1384,1187,2250,626,594,2630,2360,810,1
91,2160,1597,1382,1186,2250,627,592,2644,2360,805,1
92,2162,1618,1383,1185,2250,626,593,2727,2362,807,1
93,2193,1597,1384,1187,2250,628,591,2789,2361,805,1
94,2160,1595,1382,1187,2251,626,594,2820,2362,806,1
95,2160,1594,1383,1184,2250,627,594,2797,2362,806,1
96,2161,1608,1383,1176,2251,626,594,2692,2362,806,1
97,2162,1591,1384,1187,2251,625,598,2630,2362,806,1
98,2162,1590,1384,1186,2252,625,593,2658,2363,808,1
99,2163,1594,1384,1186,2250,626,594,2746,2363,806,1
100,2164,1591,1384,1187,2251,628,594,2808,2363,805,1
101,2162,1591,1384,1187,2251,627,594,2823,2363,807,1
102,2161,1587,1385,1188,2251,627,594,2772,2363,806,1
103,2155,1591,1384,1187,2252,627,594,2676,2364,808,1
104,2164,1589,1386,1185,2252,627,593,2628,2364,806,1
105,2166,1591,1384,1187,2251,626,594,2678,2364,808,1
106,2164,1590,1385,1187,2254,627,594,2763,2363,807,1
107,2162,1586,1385,1186,2254,627,592,2813,2364,806,1
108,2158,1592,1385,1187,2254,627,594,2828,2365,807,1
109,2166,1584,1386,1188,2254,626,595,2744,2366,808,1
110,2166,1592,1385,1187,2252,628,593,2652,2368,809,1
111,2164,1594,1387,1188,2254,628,594,2630,2366,808,1
112,2168,1587,1385,1186,2254,627,593,2698,2366,808,1
113,2162,1595,1387,1186,2248,627,594,2787,2368,808,1
114,2173,1610,1386,1188,2254,627,594,2822,2368,809,1
115,2168,1590,1386,1187,2252,628,597,2818,2368,807,1
116,2164,1594,1386,1188,2254,627,593,2718,2368,808,1
117,2169,1590,1387,1187,2254,627,593,2634,2369,808,1
118,2168,1598,1388,1187,2254,628,593,2640,2369,808,1
119,2176,1607,1388,1186,2254,627,594,2726,2368,809,1
120,2171,1593,1385,1186,2255,628,593,2795,2369,808,1
121,2198,1602,1387,1186,2255,628,592,2821,2367,810,2
122,2184,1603,1392,1192,2260,629,594,2795,2370,808,2
123,2179,1602,1390,1190,2259,630,594,2690,2370,808,2
124,2183,1602,1393,1188,2259,630,593,2627,2370,808,2
125,2177,1604,1391,1185,2258,630,594,2654,2369,808,2
126,2180,1598,1390,1185,2258,630,593,2746,2370,809,2
127,2182,1602,1392,1185,2259,630,594,2807,2370,808,2
128,2178,1601,1390,1182,2258,630,591,2821,2370,808,2
129,2181,1603,1392,1182,2258,630,592,2770,2370,808,2
130,2179,1602,1391,1180,2258,630,592,2666,2369,808,2
131,2175,1602,1391,1177,2258,629,591,2619,2370,807,2
132,2174,1603,1390,1179,2258,629,592,2675,2370,806,2
133,2176,1602,1389,1179,2259,630,591,2763,2368,806,2
134,2178,1602,1390,1177,2258,629,590,2811,2370,808,2
135,2178,1602,1390,1175,2258,630,589,2819,2369,807,2
136,2173,1604,1388,1174,2258,630,589,2732,2368,806,2
137,2171,1601,1390,1175,2259,628,590,2635,2369,806,2
138,2171,1604,1389,1174,2258,629,590,2619,2368,806,2
139,2172,1600,1387,1174,2258,629,590,2695,2366,806,2
140,2173,1602,1390,1171,2259,629,588,2781,2366,804,2
141,2174,1600,1390,1171,2258,628,589,2818,2368,805,2
142,2178,1602,1390,1170,2257,630,588,2807,2366,803,2
143,2172,1603,1389,1170,2256,630,586,2702,2368,802,2
144,2176,1600,1389,1170,2258,630,585,2618,2365,803,2
145,2177,1600,1390,1170,2256,630,586,2632,2365,804,2
146,2173,1598,1390,1168,2258,627,586,2722,2366,803,2
147,2172,1601,1390,1169,2258,628,586,2792,2366,804,2
148,2171,1603,1388,1168,2256,630,586,2818,2364,802,2
149,2173,1601,1389,1168,2258,630,584,2786,2364,801,2
150,2171,1600,1389,1168,2255,630,584,2670,2363,802,2
151,2177,1597,1387,1168,2257,628,584,2607,2363,802,2
152,2176,1597,1387,1168,2258,629,584,2645,2363,803,2
153,2177,1597,1388,1166,2256,628,584,2741,2363,801,2
154,2171,1600,1388,1167,2256,628,584,2805,2362,802,2
155,2172,1600,1389,1166,2256,628,582,2819,2363,801,2
156,2178,1597,1387,1166,2256,627,583,2753,2362,802,2
157,2176,1594,1388,1167,2257,629,583,2643,2363,802,2
158,2176,1600,1388,1167,2256,629,584,2604,2362,802,2
159,2171,1600,1388,1166,2256,627,584,2670,2362,802,2
160,2172,1600,1387,1165,2257,627,581,2765,2361,800,2
161,2178,1600,1388,1165,2255,629,582,2812,2362,801,2
162,2171,1598,1390,1166,2256,627,582,2818,2361,800,2
163,2172,1597,1386,1167,2256,627,580,2714,2360,801,2
164,2176,1596,1386,1166,2255,627,580,2618,2360,801,2
165,2171,1595,1387,1166,2254,628,580,2612,2360,800,2
166,2176,1595,1388,1166,2255,627,581,2695,2360,800,2
167,2172,1596,1390,1166,2255,627,579,2780,2360,800,2
168,2174,1596,1388,1166,2255,628,580,2818,2358,798,2
169,2174,1601,1387,1166,2255,627,581,2799,2358,799,2
170,2169,1600,1387,1166,2256,627,579,2688,2358,798,2
171,2171,1598,1387,1165,2255,627,579,2603,2359,798,2
172,2174,1597,1386,1166,2256,626,580,2626,2358,798,2
173,2170,1598,1385,1166,2256,626,580,2723,2357,796,2
174,2171,1600,1387,1166,2256,628,577,2794,2357,797,2
175,2168,1600,1387,1167,2255,628,578,2820,2357,797,2
176,2168,1597,1386,1166,2254,627,579,2775,2355,795,2
177,2170,1597,1384,1166,2255,626,578,2657,2356,798,2
178,2167,1594,1386,1167,2254,628,578,2598,2355,796,2
179,2170,1595,1386,1168,2253,627,578,2644,2356,798,2
180,2165,1594,1387,1167,2253,626,578,2744,2355,798,2
181,2167,1597,1387,1167,2254,626,579,2806,2355,796,2
182,2169,1593,1387,1168,2254,627,578,2819,2355,796,2
183,2167,1600,1387,1168,2252,627,577,2740,2355,795,2
184,2163,1598,1386,1168,2252,627,578,2632,2354,795,2
185,2165,1595,1385,1169,2252,626,577,2600,2354,796,2
186,2166,1598,1386,1170,2253,626,578,2673,2354,796,2
187,2167,1600,1385,1169,2252,626,577,2767,2353,795,2
188,2165,1595,1386,1169,2251,627,578,2813,2352,797,2
189,2167,1595,1386,1169,2252,628,577,2814,2352,796,2
190,2166,1596,1386,1172,2251,626,579,2707,2352,796,2
191,2162,1595,1385,1171,2251,628,577,2610,2351,795,2
192,2161,1594,1385,1171,2254,626,577,2612,2351,794,2
193,2159,1595,1384,1169,2251,627,576,2697,2350,794,2
194,2161,1594,1384,1171,2250,626,577,2782,2350,796,2
195,2163,1596,1384,1172,2250,626,577,2818,2350,795,2
196,2158,1596,1384,1171,2252,626,577,2794,2349,794,2
197,2158,1591,1383,1172,2252,625,578,2676,2348,796,2
198,2157,1594,1384,1172,2251,627,578,2597,2349,793,2
199,2159,1594,1382,1174,2251,624,578,2627,2350,794,2
200,2158,1592,1383,1174,2251,626,578,2726,2348,794,2
201,2158,1594,1386,1174,2250,626,578,2797,2346,794,2
202,2161,1593,1384,1174,2251,626,578,2820,2348,794,2
203,2155,1595,1384,1174,2250,626,578,2767,2347,792,2
204,2159,1590,1383,1176,2250,626,580,2642,2347,793,2
205,2154,1592,1382,1176,2250,626,578,2595,2346,794,2
206,2154,1592,1383,1176,2250,625,577,2651,2346,793,2
207,2158,1592,1383,1176,2250,626,578,2747,2344,794,2
208,2154,1592,1383,1176,2250,626,578,2808,2345,792,2
209,2157,1592,1381,1176,2248,626,578,2819,2345,793,2
210,2158,1592,1382,1178,2249,626,578,2731,2344,794,2
211,2152,1593,1381,1178,2250,624,578,2627,2345,794,2
212,2153,1592,1382,1178,2249,626,578,2600,2344,792,2
213,2154,1589,1381,1179,2248,624,578,2674,2344,792,2
214,2152,1594,1384,1180,2248,626,578,2771,2344,792,2
215,2154,1590,1382,1180,2248,624,580,2816,2342,792,2
216,2150,1592,1379,1180,2249,624,578,2812,2342,792,2
217,2146,1591,1380,1182,2250,625,580,2703,2342,792,2
