timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,2030,1555,1307,1160,2136,610,581,2698,2278,777,0
2,2026,1542,1306,1162,2137,609,578,2607,2274,777,0
3,2037,1555,1305,1162,2138,610,578,2636,2277,778,0
4,2030,1530,1306,1160,2136,609,576,2728,2278,777,0
5,2031,1544,1307,1162,2138,609,584,2813,2278,777,0
6,2034,1550,1306,1160,2137,610,578,2811,2278,782,0
7,2030,1539,1308,1161,2138,610,577,2679,2278,777,0
8,2017,1548,1307,1160,2138,610,572,2606,2277,777,0
9,2066,1528,1306,1159,2137,610,577,2636,2278,776,0
10,2048,1528,1307,1162,2136,609,576,2731,2278,777,0
11,2029,1550,1306,1160,2138,610,578,2797,2278,776,0
12,2033,1547,1305,1162,2138,610,574,2811,2277,778,0
13,2018,1550,1308,1160,2137,607,576,2758,2278,777,0
14,2031,1544,1307,1161,2138,609,573,2642,2278,777,0
15,2028,1547,1306,1161,2136,609,577,2615,2278,777,0
16,2031,1541,1306,1161,2138,610,584,2680,2277,777,0
17,2030,1546,1305,1162,2138,610,578,2774,2278,778,0
18,2042,1546,1307,1161,2144,609,576,2809,2278,777,0
19,2030,1548,1306,1160,2138,610,579,2807,2279,777,0
20,2035,1546,1306,1161,2138,609,576,2701,2278,777,0
21,2030,1552,1306,1160,2138,610,569,2611,2278,778,1
22,2031,1544,1307,1159,2137,610,574,2630,2278,776,1
23,2027,1550,1306,1158,2136,610,578,2724,2278,778,1
24,2031,1538,1307,1160,2138,610,577,2795,2277,778,1
25,2031,1551,1307,1160,2138,610,569,2813,2277,776,1
26,2019,1545,1307,1159,2139,607,576,2773,2279,777,1
27,2064,1526,1306,1159,2138,610,576,2654,2280,776,1
28,2011,1548,1307,1160,2139,610,576,2612,2280,776,1
29,2031,1547,1307,1160,2136,610,576,2666,2279,776,1
30,2031,1537,1307,1160,2138,610,576,2755,2279,777,1
31,2027,1546,1306,1160,2138,611,576,2814,2278,778,1
32,2032,1544,1308,1161,2139,610,574,2818,2278,772,1
33,2032,1552,1307,1161,2138,611,571,2715,2277,776,1
34,2022,1545,1308,1160,2139,607,578,2621,2279,778,1
35,2034,1546,1309,1160,2139,610,576,2613,2278,778,1
36,2022,1545,1306,1160,2139,610,578,2704,2278,778,1
37,2027,1546,1307,1161,2140,609,577,2787,2280,779,1
38,2033,1546,1307,1159,2138,610,577,2819,2279,776,1
39,2058,1527,1308,1162,2138,610,578,2784,2279,777,1
40,2031,1549,1307,1160,2139,610,574,2678,2280,778,1
41,2002,1546,1307,1161,2139,610,577,2610,2280,779,1
42,2038,1549,1307,1162,2138,610,576,2643,2279,779,1
43,2038,1554,1306,1162,2139,610,573,2739,2280,780,1
44,2030,1547,1308,1162,2139,610,580,2806,2280,779,1
45,2035,1547,1306,1163,2141,611,580,2820,2279,778,1
46,2040,1549,1309,1162,2139,610,577,2735,2280,778,1
47,2034,1554,1308,1161,2141,610,577,2635,2281,779,1
48,2043,1550,1308,1162,2139,610,578,2619,2280,780,1
49,2036,1557,1308,1162,2139,610,580,2692,2280,780,1
50,2074,1530,1308,1162,2141,607,578,2774,2280,781,1
51,2034,1543,1308,1163,2142,610,580,2812,2281,779,1
52,2021,1545,1316,1163,2140,610,578,2803,2281,781,1
53,2038,1547,1307,1163,2140,610,577,2696,2281,780,1
54,2043,1545,1309,1162,2140,611,578,2611,2281,781,1
55,2035,1525,1309,1163,2140,611,579,2636,2282,781,1
56,2038,1552,1310,1164,2142,610,581,2731,2282,782,1
57,2041,1554,1308,1163,2142,610,581,2802,2281,782,1
58,2050,1529,1309,1164,2151,610,580,2811,2282,780,1
59,2078,1530,1309,1164,2139,611,580,2758,2282,781,1
60,2038,1550,1310,1166,2142,610,580,2650,2283,782,1
61,2034,1546,1309,1165,2133,610,582,2619,2283,782,1
62,2039,1571,1309,1166,2142,611,580,2680,2282,782,1
63,2081,1534,1311,1163,2142,611,580,2767,2284,781,1
64,2040,1546,1312,1165,2142,611,581,2810,2283,784,1
65,2038,1549,1310,1165,2142,609,582,2816,2283,783,1
66,2029,1545,1318,1167,2144,610,582,2716,2284,782,1
67,2041,1547,1309,1167,2142,612,584,2626,2284,783,1
68,2038,1549,1309,1167,2144,611,580,2632,2283,783,1
69,2042,1544,1312,1165,2142,612,581,2721,2284,782,1
70,2042,1551,1312,1167,2142,611,581,2797,2285,784,1
71,2029,1549,1312,1166,2144,611,582,2821,2286,784,1
72,2046,1545,1310,1167,2144,612,583,2779,2285,784,1
73,2079,1536,1311,1167,2142,611,580,2665,2285,783,1
74,2040,1551,1311,1167,2143,591,582,2619,2285,785,1
75,2049,1530,1313,1167,2146,611,583,2662,2286,785,1
76,2040,1552,1314,1168,2144,610,582,2762,2287,784,1
77,2054,1546,1312,1168,2143,612,581,2813,2287,784,1
78,2059,1530,1308,1167,2144,612,582,2816,2287,784,1
79,2072,1531,1312,1168,2144,612,582,2726,2287,786,1
80,2051,1533,1312,1168,2145,611,579,2630,2288,785,1
81,2051,1531,1311,1168,2147,612,582,2626,2287,786,1
82,2057,1532,1312,1166,2145,611,580,2707,2287,785,1
83,2054,1532,1314,1170,2146,611,582,2786,2288,786,1
84,2053,1533,1314,1167,2146,612,582,2814,2288,785,1
85,2051,1521,1314,1168,2146,603,583,2790,2288,787,1
86,2054,1514,1313,1168,2147,612,584,2681,2289,786,1
87,2036,1551,1316,1170,2146,612,581,2620,2290,787,1
88,2056,1544,1314,1168,2148,614,583,2655,2290,786,1
89,2052,1528,1313,1169,2146,612,585,2747,2289,785,1
90,2085,1533,1314,1169,2147,611,582,2804,2288,786,1
91,2046,1550,1314,1167,2147,613,583,2817,2290,786,1
92,2056,1533,1314,1169,2148,612,583,2744,2290,787,1
93,2059,1536,1314,1170,2148,612,584,2648,2290,788,1
94,2062,1537,1313,1169,2147,605,583,2618,2290,786,1
95,2054,1530,1314,1170,2147,613,584,2696,2290,786,1
96,2059,1531,1315,1170,2148,611,582,2775,2291,787,1
97,2053,1527,1315,1168,2147,614,582,2811,2292,786,1
98,2053,1532,1315,1170,2148,613,586,2807,2291,789,1
99,2051,1536,1314,1171,2147,614,585,2704,2291,787,1
100,2093,1537,1317,1168,2150,614,583,2624,2292,789,1
101,2051,1531,1315,1169,2147,612,585,2638,2293,788,1
102,2061,1539,1316,1169,2149,613,584,2729,2293,787,1
103,2061,1532,1316,1170,2148,613,584,2799,2293,787,1
104,2064,1538,1316,1169,2149,613,584,2819,2293,790,1
105,2061,1531,1317,1170,2150,613,583,2774,2291,788,1
106,2058,1532,1316,1169,2150,613,584,2667,2292,789,1
107,2058,1533,1316,1169,2150,613,583,2616,2294,788,1
108,2058,1537,1317,1170,2150,613,586,2671,2294,789,1
109,2060,1538,1315,1170,2150,613,586,2762,2294,790,1
110,2066,1540,1315,1169,2151,613,586,2814,2294,788,1
111,2066,1541,1316,1170,2151,613,585,2820,2294,789,1
112,2062,1536,1317,1169,2151,614,584,2726,2295,787,1
113,2060,1534,1317,1170,2152,612,585,2627,2295,790,1
114,2057,1527,1316,1170,2152,612,585,2630,2294,789,1
115,2060,1540,1317,1170,2152,614,584,2714,2294,794,1
116,2064,1542,1317,1169,2152,613,585,2787,2294,789,1
117,2068,1540,1318,1169,2151,614,585,2820,2296,789,1
118,2064,1537,1318,1170,2152,612,584,2786,2296,787,1
119,2063,1536,1320,1169,2151,614,584,2678,2296,789,1
120,2062,1530,1318,1170,2152,613,584,2616,2296,790,1
121,2061,1533,1318,1168,2151,614,583,2658,2296,789,2
122,2071,1545,1322,1173,2155,615,585,2754,2296,790,2
123,2075,1542,1321,1171,2155,615,584,2810,2296,789,2
124,2070,1544,1322,1168,2154,616,585,2819,2296,790,2
125,2072,1541,1322,1169,2156,615,584,2736,2296,789,2
126,2074,1544,1321,1168,2156,615,584,2639,2298,789,2
127,2070,1541,1320,1166,2156,616,583,2621,2296,790,2
128,2070,1542,1322,1166,2156,616,586,2700,2296,788,2
129,2068,1541,1322,1165,2155,614,582,2780,2296,788,2
130,2068,1541,1322,1161,2155,616,583,2817,2297,789,2
131,2066,1542,1321,1163,2156,615,582,2797,2296,788,2
132,2072,1540,1322,1161,2154,616,582,2686,2296,789,2
133,2068,1542,1320,1161,2153,615,582,2612,2294,788,2
