Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,1634,1258,926,924,1499,561,460,2782,1848,666,0
2,1609,1256,938,922,1500,561,458,2702,1848,662,0
3,1624,1254,929,923,1498,563,455,2526,1850,667,0
4,1612,1254,929,924,1497,561,461,2538,1848,666,0
5,1612,1250,929,923,1498,562,460,2690,1848,667,0
6,1615,1256,929,924,1497,561,459,2766,1848,665,0
7,1645,1256,930,923,1498,561,459,2782,1848,667,0
8,1618,1255,929,926,1492,561,458,2635,1848,666,0
9,1619,1264,929,921,1499,561,458,2514,1848,665,0
10,1622,1255,930,922,1499,561,458,2562,1849,666,0
11,1626,1257,930,922,1498,561,459,2715,1847,666,0
12,1612,1251,928,923,1498,561,458,2781,1848,666,0
13,1622,1251,930,922,1498,561,460,2737,1848,665,0
14,1613,1250,930,923,1497,562,458,2595,1848,666,0
15,1619,1250,930,922,1499,562,458,2514,1848,666,0
16,1618,1257,929,922,1497,562,458,2610,1848,665,0
17,1619,1251,928,921,1499,563,458,2745,1846,666,0
18,1615,1259,929,922,1498,562,458,2784,1847,664,0
19,1637,1255,931,922,1499,562,460,2680,1847,665,0
20,1618,1258,929,922,1499,562,457,2555,1845,664,0
21,1635,1252,930,922,1498,562,459,2538,1846,666,1
22,1579,1254,930,921,1498,561,458,2655,1846,666,1
23,1617,1236,928,923,1498,562,458,2773,1845,664,1
24,1604,1254,930,921,1499,561,456,2785,1844,666,1
25,1613,1247,927,923,1496,562,458,2632,1846,665,1
26,1608,1255,930,932,1498,561,457,2516,1846,666,1
27,1627,1254,929,922,1499,562,453,2570,1846,665,1
28,1613,1258,929,922,1499,560,457,2704,1845,664,1
29,1622,1254,930,921,1499,562,455,2776,1845,666,1
30,1607,1254,927,921,1497,562,458,2770,1846,665,1
31,1622,1262,926,921,1498,562,458,2575,1846,664,1
32,1635,1254,931,922,1498,562,459,2510,1846,665,1
33,1581,1250,929,922,1499,562,457,2626,1846,665,1
34,1621,1264,928,922,1498,562,457,2733,1845,664,1
35,1620,1244,932,923,1498,561,459,2787,1846,666,1
36,1590,1251,930,922,1498,562,457,2722,1846,665,1
37,1619,1253,930,920,1498,562,458,2538,1845,665,1
38,1616,1247,930,923,1495,561,459,2530,1846,666,1
39,1625,1262,929,922,1503,562,457,2667,1845,665,1
40,1620,1278,930,921,1498,562,458,2754,1844,666,1
41,1620,1242,930,922,1499,561,458,2781,1846,665,1
42,1592,1252,930,923,1498,562,458,2662,1843,664,1
43,1637,1255,931,922,1499,562,459,2514,1845,664,1
44,1610,1251,929,922,1499,561,459,2561,1845,664,1
45,1581,1251,928,931,1499,561,458,2710,1845,664,1
46,1618,1255,929,920,1498,562,458,2771,1845,664,1
47,1608,1253,929,923,1498,562,459,2760,1845,663,1
48,1615,1256,930,923,1497,560,458,2608,1844,665,1
49,1618,1254,930,920,1497,562,459,2514,1845,665,1
50,1615,1251,930,918,1497,560,459,2590,1844,664,1
51,1618,1260,929,922,1498,562,458,2744,1845,664,1
52,1582,1252,927,932,1498,562,458,2779,1846,663,1
53,1636,1255,930,922,1499,562,459,2700,1844,663,1
54,1641,1256,927,922,1498,561,459,2562,1846,663,1
55,1610,1253,932,923,1499,562,460,2537,1846,666,1
56,1618,1267,930,922,1498,561,459,2641,1846,663,1
57,1623,1258,930,923,1498,562,458,2760,1846,663,1
58,1617,1246,930,922,1497,562,459,2786,1844,664,1
59,1626,1257,927,922,1498,561,459,2639,1845,664,1
60,1623,1257,930,922,1498,560,458,2526,1846,664,1
61,1643,1256,928,924,1498,562,460,2564,1846,664,1
62,1620,1263,929,922,1498,560,459,2692,1846,664,1
63,1621,1264,929,922,1496,560,461,2776,1846,665,1
64,1622,1266,929,923,1498,560,459,2774,1846,664,1
65,1616,1251,930,924,1497,560,461,2599,1846,664,1
66,1615,1255,929,924,1499,562,458,2518,1846,663,1
67,1597,1254,928,923,1497,562,458,2611,1846,662,1
68,1622,1265,930,923,1498,561,461,2723,1846,664,1
69,1619,1250,929,922,1496,563,460,2786,1846,664,1
70,1614,1250,929,922,1496,560,461,2742,1846,664,1
71,1591,1252,928,922,1497,561,460,2557,1846,664,1
72,1618,1267,926,922,1497,561,462,2518,1845,664,1
73,1625,1256,928,923,1498,561,460,2654,1846,664,1
74,1613,1249,929,924,1494,561,461,2756,1846,663,1
75,1595,1253,927,923,1498,562,459,2785,1846,665,1
76,1594,1254,930,923,1498,562,459,2682,1846,664,1
77,1622,1257,929,923,1498,560,459,2522,1848,663,1
78,1613,1249,928,923,1498,562,460,2552,1848,663,1
79,1603,1252,927,923,1498,562,458,2703,1848,662,1
80,1608,1252,933,924,1498,561,466,2776,1846,665,1
81,1622,1249,928,924,1498,562,461,2770,1845,663,1
82,1647,1258,930,922,1498,562,463,2624,1846,664,1
83,1611,1253,929,924,1496,561,462,2518,1847,664,1
84,1618,1255,927,923,1497,560,459,2582,1847,663,1
85,1617,1251,929,924,1498,562,461,2734,1839,662,1
86,1632,1258,930,923,1498,561,464,2781,1846,664,1
87,1615,1249,927,923,1496,562,460,2726,1846,662,1
88,1615,1255,929,925,1499,562,460,2582,1847,662,1
89,1619,1267,930,923,1497,561,461,2526,1848,663,1
