Count,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Flag
1,1718,1372,1101,1798,1880,782,995,2821,2034,978,0
2,1688,1356,1102,1799,1879,783,993,2843,2036,978,0
3,1694,1378,1102,1798,1880,793,996,2918,2035,980,0
4,1688,1372,1102,1794,1878,783,994,2946,2034,978,0
5,1687,1366,1102,1797,1878,782,993,2930,2034,978,0
6,1703,1368,1100,1798,1878,781,994,2870,2034,978,0
7,1683,1356,1102,1798,1879,779,992,2821,2035,977,0
8,1683,1370,1100,1795,1878,783,994,2846,2034,978,0
9,1686,1364,1100,1796,1878,781,993,2915,2032,978,0
10,1680,1370,1101,1794,1878,782,993,2945,2035,976,0
11,1684,1371,1102,1795,1878,782,995,2936,2034,977,0
12,1694,1374,1102,1796,1877,781,993,2886,2034,978,0
13,1692,1371,1101,1794,1878,782,994,2833,2034,979,0
14,1685,1363,1101,1795,1878,782,992,2832,2033,977,0
15,1704,1370,1103,1793,1877,780,993,2869,2034,977,0
16,1698,1373,1102,1795,1878,781,993,2916,2034,977,0
17,1686,1360,1101,1792,1878,782,989,2936,2034,977,0
18,1681,1357,1101,1797,1878,782,993,2920,2034,978,0
19,1678,1371,1099,1792,1875,782,993,2872,2034,976,0
20,1690,1376,1102,1791,1878,790,990,2826,2034,974,0
21,1690,1380,1102,1790,1878,783,991,2835,2034,975,1
22,1686,1368,1102,1793,1878,782,993,2880,2034,975,1
23,1685,1370,1102,1792,1878,782,991,2925,2033,976,1
24,1707,1371,1101,1790,1878,783,991,2936,2034,975,1
25,1680,1364,1101,1790,1879,782,991,2912,2033,976,1
26,1719,1371,1101,1789,1878,782,990,2854,2034,975,1
27,1678,1356,1102,1790,1878,782,990,2822,2032,976,1
28,1708,1369,1102,1792,1878,782,990,2841,2034,976,1
29,1677,1365,1102,1791,1878,781,991,2894,2034,977,1
30,1682,1362,1102,1790,1877,782,991,2934,2032,976,1
31,1699,1371,1104,1789,1878,782,992,2932,2032,977,1
32,1704,1372,1102,1789,1878,782,989,2895,2032,975,1
33,1683,1369,1101,1793,1879,782,991,2840,2032,976,1
34,1683,1368,1103,1788,1878,783,989,2814,2034,975,1
35,1682,1370,1102,1792,1878,781,989,2850,2034,975,1
36,1690,1379,1102,1792,1878,784,989,2910,2032,974,1
37,1685,1378,1101,1791,1877,784,992,2940,2034,975,1
38,1679,1369,1102,1791,1872,779,994,2937,2033,977,1
39,1679,1368,1100,1793,1875,782,991,2889,2033,976,1
40,1683,1372,1101,1794,1878,782,990,2838,2032,977,1
41,1678,1363,1102,1794,1878,782,992,2824,2032,977,1
42,1675,1366,1101,1795,1878,781,993,2865,2032,976,1
43,1686,1367,1101,1795,1880,782,992,2920,2033,978,1
44,1682,1368,1102,1797,1878,780,993,2942,2034,980,1
45,1688,1383,1101,1800,1878,781,996,2929,2033,980,1
46,1672,1366,1100,1802,1875,781,994,2874,2034,980,1
47,1680,1371,1100,1802,1878,783,994,2832,2032,980,1
48,1682,1366,1102,1803,1877,782,996,2830,2034,981,1
49,1707,1374,1102,1804,1878,783,994,2878,2034,980,1
50,1692,1372,1101,1806,1877,782,998,2922,2033,982,1
51,1690,1379,1101,1807,1878,782,997,2946,2034,982,1
52,1689,1374,1101,1807,1877,781,1000,2915,2033,983,1
53,1684,1375,1102,1810,1878,782,991,2858,2035,983,1
54,1679,1360,1102,1810,1877,783,998,2824,2034,983,1
55,1674,1368,1103,1811,1878,782,1000,2850,2034,984,1
56,1686,1367,1102,1814,1877,781,1008,2894,2034,986,1
57,1687,1377,1099,1816,1878,789,1003,2934,2034,985,1
58,1682,1376,1102,1817,1878,782,1002,2945,2034,986,1
59,1686,1352,1102,1823,1878,782,1003,2909,2034,986,1
60,1678,1366,1102,1821,1878,781,1004,2856,2035,987,1
61,1686,1369,1102,1821,1878,782,1005,2830,2034,987,1
62,1686,1376,1101,1822,1878,790,1006,2855,2034,988,1
63,1683,1373,1102,1827,1878,780,1008,2913,2034,987,1
64,1682,1359,1100,1826,1876,782,1008,2947,2035,987,1
65,1671,1368,1100,1831,1878,782,1010,2947,2036,987,1
66,1685,1387,1099,1832,1877,782,1010,2896,2035,987,1
67,1687,1371,1099,1832,1878,782,1010,2844,2035,989,1
68,1684,1350,1101,1833,1878,782,1003,2838,2034,990,1
69,1677,1368,1100,1837,1878,782,1014,2876,2036,989,1
70,1686,1390,1100,1837,1878,782,1019,2919,2035,989,1
71,1691,1373,1100,1838,1879,782,1013,2946,2035,991,1
72,1674,1368,1102,1840,1878,781,1014,2940,2035,989,1
73,1681,1367,1102,1840,1878,783,1015,2890,2035,990,1
74,1696,1370,1102,1840,1877,782,1012,2835,2035,989,1
75,1690,1371,1102,1842,1878,781,1014,2839,2036,992,1
76,1677,1370,1102,1850,1876,782,1015,2891,2035,992,1
77,1684,1370,1100,1842,1878,782,1016,2936,2035,990,1
78,1691,1371,1098,1843,1882,781,1016,2948,2036,990,1
79,1686,1365,1100,1846,1877,783,1025,2920,2036,991,1
80,1693,1372,1101,1845,1878,782,1016,2872,2036,991,1
81,1683,1361,1102,1846,1877,782,1015,2839,2036,993,1
82,1722,1372,1101,1847,1878,781,1016,2855,2035,992,1
83,1692,1383,1102,1848,1878,781,1019,2898,2035,992,1
84,1664,1366,1101,1846,1878,782,1019,2936,2037,991,1
85,1684,1372,1100,1847,1878,782,1020,2952,2035,993,1
86,1694,1372,1101,1848,1878,782,1018,2914,2037,993,1
87,1686,1366,1100,1847,1878,782,1018,2862,2037,992,1
88,1684,1373,1101,1848,1877,781,1020,2840,2035,992,1
89,1685,1356,1100,1848,1877,783,1017,2863,2036,990,1
90,1703,1371,1101,1849,1878,781,1020,2919,2038,992,1
91,1691,1380,1102,1850,1878,781,1020,2946,2037,990,1
92,1667,1367,1102,1849,1877,782,1019,2945,2035,992,1
93,1679,1361,1102,1849,1878,782,1020,2906,2036,993,1
94,1689,1368,1101,1850,1880,782,1019,2847,2038,990,1
95,1686,1386,1100,1850,1876,780,1026,2830,2035,992,1
96,1688,1371,1100,1850,1876,781,1021,2875,2037,992,1
97,1682,1364,1102,1848,1878,783,1024,2920,2035,990,1
98,1686,1366,1101,1850,1878,782,1029,2941,2035,990,1
99,1694,1374,1102,1850,1878,782,1021,2936,2035,990,1
100,1683,1365,1099,1849,1878,783,1018,2888,2036,990,1
101,1683,1374,1102,1847,1878,783,1019,2843,2036,991,1
102,1696,1372,1096,1849,1875,782,1020,2834,2037,989,1
103,1697,1372,1100,1850,1878,783,1021,2864,2038,989,1
104,1679,1362,1101,1849,1878,782,1018,2904,2038,989,1
105,1684,1391,1100,1849,1876,782,1029,2934,2035,988,1
106,1680,1371,1101,1848,1876,782,1020,2952,2036,989,1
107,1696,1368,1101,1848,1877,783,1019,2929,2037,988,1
108,1692,1370,1100,1846,1878,783,1018,2892,2036,987,1
109,1681,1363,1099,1847,1877,778,1020,2849,2035,987,1
110,1686,1386,1099,1847,1877,781,1028,2828,2037,986,1
111,1682,1371,1102,1845,1875,781,1020,2864,2035,986,1
112,1696,1370,1102,1843,1885,782,1015,2893,2038,989,1
113,1658,1368,1101,1843,1877,783,1018,2933,2037,985,1
114,1681,1365,1102,1842,1877,783,1015,2952,2036,985,1
115,1685,1382,1102,1832,1877,782,1016,2931,2031,984,1
116,1686,1371,1100,1839,1877,783,1014,2902,2036,985,1
117,1685,1366,1102,1838,1878,782,1014,2844,2035,984,1
118,1670,1366,1101,1834,1878,784,1013,2837,2036,984,1
119,1704,1370,1102,1836,1878,782,1014,2860,2035,984,1
120,1685,1376,1102,1834,1877,789,1014,2888,2035,981,1
121,1687,1350,1102,1831,1878,783,1004,2934,2035,981,2
122,1694,1374,1105,1835,1882,784,1011,2951,2036,982,2
123,1691,1377,1103,1831,1882,785,1011,2938,2036,982,2
124,1693,1373,1104,1827,1882,784,1012,2904,2035,982,2
125,1691,1374,1103,1824,1880,782,1009,2851,2035,980,2
126,1693,1375,1103,1819,1882,784,1008,2834,2036,981,2
127,1697,1374,1104,1816,1882,784,1007,2846,2035,979,2
128,1694,1374,1103,1813,1882,784,1006,2880,2036,979,2
129,1693,1376,1103,1808,1883,784,1003,2927,2035,980,2
130,1690,1375,1103,1805,1880,784,1002,2941,2034,978,2
131,1696,1378,1105,1800,1881,784,999,2934,2034,976,2
132,1691,1374,1103,1797,1882,784,997,2881,2034,976,2
133,1691,1378,1102,1793,1882,785,994,2830,2032,975,2
134,1692,1374,1104,1787,1880,784,991,2827,2034,973,2
135,1691,1373,1103,1784,1880,784,992,2874,2034,973,2
136,1695,1374,1104,1776,1880,784,987,2921,2034,973,2
137,1691,1370,1103,1774,1881,783,986,2938,2034,971,2
138,1691,1373,1103,1769,1882,783,984,2919,2034,971,2
139,1690,1373,1102,1766,1881,784,982,2856,2031,970,2
140,1692,1371,1103,1760,1880,784,977,2816,2031,967,2
141,1696,1375,1104,1756,1881,783,976,2825,2032,968,2
142,1691,1377,1103,1750,1882,785,972,2876,2032,966,2
143,1689,1374,1104,1747,1882,785,968,2922,2030,966,2
144,1690,1376,1103,1743,1881,784,966,2932,2031,964,2
145,1690,1371,1101,1738,1882,783,964,2896,2030,964,2
146,1693,1374,1104,1734,1880,784,961,2836,2030,962,2
147,1688,1376,1104,1728,1880,784,962,2803,2030,963,2
148,1689,1374,1104,1725,1882,783,955,2831,2030,962,2
149,1691,1378,1101,1720,1882,785,954,2890,2028,961,2
150,1690,1375,1102,1717,1882,784,952,2926,2030,957,2
151,1693,1371,1102,1711,1881,784,950,2927,2027,956,2
152,1694,1371,1103,1707,1882,783,947,2874,2029,955,2
153,1695,1372,1102,1704,1882,785,944,2816,2027,954,2
154,1694,1371,1103,1700,1881,785,939,2794,2027,952,2
155,1690,1372,1103,1695,1882,784,939,2839,2026,952,2
156,1693,1373,1101,1691,1882,784,936,2894,2026,952,2
157,1694,1373,1103,1688,1880,783,937,2924,2026,950,2
158,1692,1374,1102,1683,1880,784,934,2910,2026,949,2
159,1691,1372,1104,1680,1881,784,931,2850,2026,950,2
160,1693,1371,1103,1677,1882,783,929,2794,2026,948,2
161,1690,1371,1102,1673,1879,784,926,2795,2025,948,2
162,1694,1373,1106,1669,1881,783,925,2851,2025,948,2
163,1689,1373,1103,1665,1881,782,921,2902,2026,947,2
164,1691,1375,1103,1661,1882,784,919,2922,2024,945,2
165,1689,1375,1102,1658,1882,785,916,2898,2022,945,2
166,1690,1374,1102,1654,1883,784,915,2830,2023,944,2
167,1691,1372,1103,1653,1881,784,913,2782,2024,943,2
168,1688,1374,1103,1649,1881,784,911,2795,2023,941,2
169,1692,1373,1103,1645,1881,784,909,2857,2023,940,2
170,1691,1372,1103,1643,1882,783,907,2906,2022,941,2
171,1687,1371,1103,1639,1880,784,906,2915,2022,940,2
172,1690,1368,1103,1636,1881,784,904,2872,2021,939,2
173,1691,1372,1103,1633,1880,783,902,2806,2021,939,2
174,1687,1374,1102,1630,1880,783,901,2773,2021,939,2
175,1691,1374,1102,1629,1880,784,899,2807,2020,937,2
176,1690,1372,1102,1626,1881,783,897,2872,2018,938,2
177,1690,1370,1103,1623,1880,784,893,2908,2019,936,2
178,1690,1374,1102,1619,1880,785,891,2909,2018,936,2
179,1687,1370,1102,1618,1880,783,892,2850,2019,936,2
180,1690,1371,1103,1615,1881,783,889,2788,2018,934,2
181,1687,1373,1102,1612,1880,783,890,2774,2019,934,2
182,1688,1370,1103,1611,1880,783,887,2820,2018,934,2
183,1690,1374,1103,1608,1880,784,885,2878,2018,932,2
184,1687,1373,1103,1606,1880,783,884,2909,2018,934,2
185,1691,1373,1103,1604,1882,783,882,2898,2014,932,2
186,1690,1371,1103,1603,1880,783,879,2829,2018,931,2
187,1688,1373,1104,1598,1880,785,879,2768,2018,930,2
188,1690,1371,1102,1597,1880,783,878,2774,2017,930,2
189,1687,1374,1102,1594,1880,784,878,2831,2015,929,2
190,1688,1374,1102,1593,1881,784,876,2883,2016,930,2
191,1690,1374,1103,1590,1879,784,875,2906,2015,930,2
192,1686,1371,1103,1588,1881,783,873,2881,2014,929,2
193,1684,1374,1103,1586,1881,783,870,2806,2015,929,2
194,1685,1371,1101,1586,1882,784,870,2760,2014,928,2
195,1684,1374,1102,1582,1881,784,870,2780,2011,926,2
196,1689,1376,1101,1581,1878,783,868,2843,2013,925,2
197,1687,1374,1103,1581,1880,783,867,2893,2014,925,2
198,1683,1372,1103,1578,1882,782,866,2901,2014,925,2
199,1685,1373,1102,1578,1880,784,866,2860,2011,926,2
200,1688,1374,1102,1576,1880,783,862,2790,2012,926,2
201,1684,1370,1102,1573,1880,782,861,2756,2011,925,2
202,1686,1371,1102,1572,1881,783,860,2791,2011,924,2
203,1688,1368,1102,1570,1881,780,859,2859,2012,924,2
204,1687,1377,1102,1570,1880,783,858,2896,2011,923,2
205,1688,1372,1101,1565,1881,784,855,2898,2010,923,2
206,1687,1370,1101,1566,1881,782,856,2838,2010,922,2
207,1685,1370,1102,1563,1881,784,857,2770,2010,923,2
208,1690,1374,1103,1560,1879,784,854,2758,2010,922,2
209,1686,1371,1102,1560,1879,784,852,2804,2010,920,2
210,1686,1370,1102,1559,1879,782,852,2868,2009,921,2
211,1688,1376,1102,1557,1879,782,851,2899,2009,920,2
212,1682,1372,1101,1556,1880,784,851,2888,2008,920,2
213,1683,1374,1102,1555,1880,783,849,2819,2008,920,2
214,1683,1371,1102,1555,1880,784,851,2757,2009,920,2
215,1685,1370,1102,1552,1879,784,848,2764,2009,919,2
216,1688,1371,1101,1552,1880,783,848,2822,2007,920,2
217,1683,1374,1102,1551,1879,782,847,2875,2009,918,2
218,1683,1374,1102,1548,1881,783,846,2898,2007,918,2
219,1688,1376,1101,1547,1879,784,844,2871,2008,918,2
220,1684,1374,1102,1547,1880,782,845,2794,2008,917,2
221,1686,1373,1100,1546,1880,782,842,2747,2008,917,2
222,1683,1371,1102,1544,1880,782,843,2768,2008,918,2
223,1683,1373,1103,1544,1880,782,842,2834,2007,917,2
224,1682,1371,1101,1542,1880,783,842,2883,2006,917,2
225,1685,1370,1103,1540,1880,784,841,2895,2006,917,2
226,1686,1374,1101,1540,1880,781,840,2851,2006,917,2
227,1682,1372,1101,1539,1879,783,840,2778,2006,915,2
228,1683,1371,1102,1538,1879,782,838,2745,2006,915,2
229,1681,1370,1101,1538,1880,783,838,2779,2005,915,2
230,1682,1371,1102,1531,1880,782,837,2850,2006,916,2
231,1686,1372,1102,1533,1880,781,838,2891,2006,915,2
232,1688,1371,1101,1533,1878,782,835,2891,2006,915,2
233,1686,1371,1101,1531,1880,783,835,2831,2004,914,2
234,1686,1374,1102,1530,1879,782,835,2761,2004,914,2
235,1686,1371,1100,1530,1880,783,834,2747,2003,914,2
236,1682,1372,1103,1528,1878,783,833,2798,2004,913,2
237,1688,1369,1102,1529,1877,780,833,2861,2004,914,2
238,1687,1371,1101,1529,1878,782,832,2891,2003,914,2
239,1682,1370,1102,1527,1879,782,829,2880,2003,914,2
240,1686,1372,1101,1527,1879,782,829,2811,2003,913,2
241,1683,1370,1101,1523,1879,782,830,2752,2004,912,2
242,1684,1371,1101,1524,1878,782,832,2754,2003,913,2
243,1686,1371,1102,1523,1879,782,827,2817,2003,913,2
244,1685,1371,1102,1522,1879,783,828,2870,2002,913,2
245,1686,1372,1101,1521,1879,782,827,2894,2002,910,2
246,1686,1372,1101,1521,1880,781,826,2867,2003,912,2
247,1683,1369,1102,1521,1878,782,825,2790,2002,912,2
248,1685,1370,1102,1519,1879,782,826,2741,2002,911,2
249,1682,1372,1102,1519,1878,783,825,2762,2002,910,2
250,1683,1370,1101,1517,1878,784,824,2831,2002,910,2
251,1686,1370,1100,1518,1878,781,825,2881,2002,911,2
252,1681,1371,1100,1517,1879,783,824,2892,2001,912,2
253,1680,1371,1102,1515,1880,782,824,2848,2002,911,2
254,1680,1373,1100,1516,1880,782,824,2771,2001,911,2
255,1683,1372,1102,1514,1878,782,823,2742,2001,909,2
256,1685,1374,1099,1512,1878,782,821,2778,2001,910,2
257,1679,1370,1102,1513,1878,782,820,2846,2002,911,2
258,1679,1369,1102,1513,1879,782,822,2888,2001,909,2
259,1680,1372,1101,1513,1879,783,822,2888,2000,910,2
260,1681,1370,1102,1511,1878,782,821,2828,2001,909,2
261,1683,1372,1101,1510,1877,781,820,2758,2000,909,2
262,1680,1374,1102,1509,1879,782,819,2743,2000,909,2
263,1681,1371,1101,1508,1880,783,820,2794,2000,910,2
264,1681,1370,1101,1510,1878,782,819,2857,1999,909,2
265,1682,1372,1102,1508,1878,783,819,2891,2000,907,2
