NO2,C2H5CH,VOC,CO,CLASS
634,639,833,826,3
634,640,833,826,3
634,640,832,827,3
634,640,834,827,3
633,640,833,826,3
634,640,834,826,3
634,640,833,826,3
634,640,833,826,3
634,640,833,826,3
634,640,833,827,3
633,640,834,826,3
634,640,834,826,3
634,641,833,827,3
633,641,834,827,3
634,641,834,827,3
634,640,834,828,3
634,640,834,827,3
634,640,833,827,3
634,641,833,827,3
635,641,833,827,3
634,640,834,827,3
634,641,833,826,3
635,640,834,826,3
633,641,833,827,3
634,641,834,827,3
634,641,833,826,3
633,641,833,826,3
633,641,834,827,3
634,640,833,827,3
634,640,833,827,3
633,640,834,826,3
633,640,834,827,3
634,640,833,826,3
634,640,834,827,3
634,640,834,826,3
633,641,834,827,3
633,641,833,826,3
634,641,833,827,3
634,641,833,826,3
634,640,833,827,3
634,640,834,827,3
634,641,834,827,3
634,641,834,827,3
634,641,834,827,3
634,640,834,827,3
634,641,833,827,3
634,640,834,827,3
634,641,834,827,3
635,641,834,827,3
634,641,834,827,3
634,642,834,827,3
635,641,833,827,3
634,641,833,827,3
635,641,833,827,3
634,641,834,827,3
634,641,835,827,3
634,641,834,826,3
634,641,834,827,3
635,642,835,827,3
634,641,834,826,3
635,641,834,827,3
634,642,834,827,3
634,641,833,826,3
634,641,834,827,3
634,641,834,827,3
634,641,834,826,3
634,641,834,826,3
634,641,834,827,3
633,641,834,827,3
633,640,834,826,3
633,640,834,827,3
633,640,833,827,3
632,641,833,827,3
632,640,834,827,3
633,640,833,827,3
632,640,833,826,3
633,640,833,826,3
632,640,833,826,3
632,640,834,826,3
631,639,833,826,3
632,639,833,826,3
632,640,833,826,3
632,640,832,826,3
632,639,833,826,3
631,640,833,825,3
632,639,833,826,3
632,640,833,825,3
632,639,833,826,3
632,640,833,826,3
631,639,833,826,3
632,639,833,826,3
632,639,833,826,3
633,639,832,826,3
633,640,833,826,3
632,640,833,826,3
633,639,833,826,3
632,639,833,825,3
633,639,834,826,3
632,640,833,826,3
633,639,833,825,3
632,639,833,826,3
633,640,833,826,3
633,639,833,826,3
633,639,833,826,3
633,639,833,826,3
633,639,834,826,3
633,640,833,827,3
633,640,833,827,3
632,640,833,826,3
633,640,834,826,3
633,640,833,827,3
632,640,833,826,3
631,640,833,826,3
632,640,833,826,3
631,639,832,826,3
632,640,831,826,3
631,639,833,826,3
631,639,832,826,3
631,638,832,826,3
631,639,832,825,3
631,638,833,826,3
631,638,833,825,3
631,639,833,826,3
631,638,833,825,3
632,638,833,825,3
631,638,832,826,3
632,638,832,825,3
631,638,832,825,3
631,639,833,825,3
631,638,833,826,3
631,638,832,826,3
631,638,832,825,3
630,638,831,825,3
630,638,832,825,3
630,637,833,825,3
629,638,832,826,3
629,638,831,824,3
628,638,831,825,3
628,638,831,825,3
628,637,832,824,3
627,636,832,825,3
628,637,832,825,3
628,636,831,824,3
627,636,831,824,3
627,636,831,824,3
627,636,831,824,3
627,635,831,824,3
627,636,831,824,3
627,635,831,824,3
627,635,831,823,3
627,635,830,824,3
628,635,831,824,3
628,635,831,824,3
628,635,830,824,3
627,635,831,824,3
628,635,831,824,3
628,635,831,823,3
628,635,831,824,3
628,635,830,823,3
628,635,831,824,3
629,636,830,823,3
628,635,830,824,3
628,636,831,824,3
628,635,831,824,3
628,635,831,823,3
628,635,830,824,3
628,635,830,824,3
627,635,830,824,3
627,634,831,824,3
627,635,831,824,3
627,635,831,824,3
627,634,831,823,3
627,635,831,823,3
626,634,830,823,3
627,634,830,823,3
627,634,830,823,3
626,634,830,824,3
625,633,831,823,3
626,634,830,823,3
626,634,830,822,3
625,634,830,823,3
625,633,829,823,3
625,634,830,823,3
626,633,830,823,3
625,633,829,823,3
625,634,829,823,3
626,633,830,823,3
625,633,829,823,3
626,633,830,824,3
626,633,829,823,3
625,633,829,823,3
626,633,830,823,3
625,633,829,824,3
625,633,830,823,3
625,633,830,823,3
625,633,829,823,3
625,634,829,823,3
626,633,829,822,3
626,634,830,822,3
625,633,830,824,3
626,633,829,823,3
626,633,830,823,3
625,633,829,823,3
625,632,829,823,3
625,633,829,822,3
625,633,830,823,3
625,633,829,824,3
626,634,829,824,3
626,633,830,823,3
626,633,829,823,3
626,633,829,823,3
626,633,829,823,3
626,633,829,823,3
626,633,830,823,3
626,633,830,823,3
626,633,830,823,3
626,633,830,823,3
626,633,830,823,3
627,633,830,823,3
626,633,828,823,3
626,633,830,823,3
626,633,830,824,3
627,633,830,824,3
626,633,830,823,3
626,633,830,824,3
625,634,829,823,3
626,633,829,823,3
625,634,829,823,3
625,633,829,823,3
626,632,829,823,3
625,633,829,823,3
625,633,829,823,3
624,633,829,823,3
624,632,828,823,3
624,632,830,823,3
624,633,828,822,3
624,632,828,823,3
624,632,829,822,3
624,632,829,823,3
624,632,829,822,3
624,632,828,822,3
624,632,829,821,3
625,631,829,823,3
624,632,828,822,3
624,632,829,823,3
624,632,828,823,3
624,631,829,821,3
624,632,829,823,3
624,632,829,822,3
624,631,828,822,3
624,632,829,823,3
624,632,829,823,3
624,631,829,822,3
625,631,829,823,3
624,632,829,823,3
624,632,828,823,3
624,631,828,822,3
624,632,828,823,3
625,631,829,822,3
624,631,829,822,3
624,631,829,823,3
625,631,828,823,3
624,631,829,822,3
624,631,828,823,3
625,631,829,823,3
625,631,829,823,3
625,631,829,822,3
624,631,828,823,3
625,631,829,822,3
624,631,828,823,3
624,631,828,822,3
624,632,828,823,3
624,631,828,822,3
625,631,828,822,3
624,631,828,822,3
624,631,829,822,3
624,632,829,822,3
624,631,828,823,3
624,631,828,822,3
624,631,828,823,3
624,631,829,822,3
623,631,828,822,3
623,630,828,822,3
623,630,828,823,3
623,630,828,822,3
623,630,828,823,3
623,631,828,822,3
623,631,828,822,3
623,630,827,822,3
624,631,828,822,3
623,630,827,821,3
623,631,827,822,3
622,630,828,822,3
622,630,828,822,3
623,630,828,822,3
623,630,827,822,3
623,630,828,821,3
623,629,828,822,3
622,629,828,822,3
623,630,828,821,3
623,630,827,822,3
623,630,828,822,3
624,630,828,822,3
624,630,828,822,3
623,630,828,822,3
622,629,828,822,3
623,630,828,822,3
623,630,828,822,3
623,630,828,822,3
622,630,827,822,3
621,630,827,822,3
622,630,828,822,3
622,629,828,822,3
621,630,827,821,3
622,629,828,822,3
621,630,827,822,3
622,629,827,821,3
621,629,828,822,3
620,629,827,821,3
620,629,827,821,3
620,629,827,821,3
622,629,827,822,3
621,629,827,821,3
621,628,827,821,3
621,629,826,821,3
621,628,828,821,3
620,628,826,821,3
621,628,827,821,3
621,628,827,821,3
620,628,827,821,3
621,628,827,821,3
620,627,827,820,3
620,628,827,821,3
620,627,826,820,3
620,628,826,821,3
620,628,826,821,3
620,627,826,820,3
620,627,826,821,3
620,627,826,821,3
619,627,826,821,3
620,627,825,821,3
620,627,826,820,3
619,626,826,821,3
619,626,826,820,3
619,627,826,820,3
619,627,825,821,3
619,627,827,820,3
619,627,827,819,3
619,626,826,820,3
619,627,826,820,3
619,627,826,820,3
619,627,825,821,3
618,626,826,820,3
618,626,826,820,3
618,626,826,820,3
618,626,825,820,3
618,625,825,820,3
618,626,826,820,3
618,626,825,820,3
619,626,826,820,3
617,626,826,820,3
618,626,825,820,3
618,626,825,820,3
618,626,825,820,3
618,625,825,819,3
618,625,826,820,3
619,625,825,820,3
619,626,825,821,3
618,625,825,820,3
619,626,826,820,3
618,625,826,819,3
619,626,825,820,3
618,625,825,820,3
619,625,825,820,3
619,625,825,820,3
619,626,826,820,3
618,625,825,820,3
618,625,825,820,3
619,625,826,820,3
618,626,826,820,3
619,625,826,820,3
618,625,825,820,3
619,625,826,820,3
619,625,825,820,3
619,625,826,819,3
618,626,826,820,3
619,625,826,820,3
617,625,825,819,3
617,625,825,820,3
618,625,825,820,3
618,625,825,820,3
618,625,825,819,3
618,625,825,820,3
618,625,825,820,3
617,625,825,820,3
617,625,826,819,3
617,625,825,820,3
618,625,825,819,3
617,625,825,820,3
617,625,825,820,3
617,625,824,819,3
617,625,825,819,3
617,624,825,819,3
617,625,825,819,3
618,625,825,819,3
617,625,825,819,3
617,625,825,819,3
617,624,825,820,3
616,624,825,819,3
617,624,824,819,3
617,624,825,819,3
617,624,824,819,3
617,624,824,819,3
617,624,825,819,3
617,624,824,819,3
617,624,824,819,3
616,624,824,820,3
617,623,824,819,3
617,624,825,819,3
617,624,824,819,3
616,624,825,819,3
616,624,824,819,3
617,624,825,819,3
617,624,824,819,3
617,624,824,819,3
617,624,824,819,3
616,624,825,820,3
617,624,824,820,3
617,624,824,819,3
617,623,824,819,3
616,624,824,819,3
616,623,824,819,3
616,623,824,819,3
616,623,824,819,3
616,623,824,818,3
616,624,824,819,3
616,623,824,819,3
616,623,824,819,3
616,623,824,819,3
616,624,824,819,3
615,623,823,818,3
615,623,824,819,3
616,623,823,818,3
616,623,824,819,3
616,622,824,819,3
616,622,823,819,3
616,622,824,819,3
616,623,824,818,3
615,623,824,818,3
615,623,824,818,3
615,623,824,819,3
615,622,824,819,3
615,622,824,819,3
615,623,823,819,3
615,622,823,818,3
615,622,823,819,3
615,622,823,817,3
615,622,824,819,3
614,622,823,818,3
615,622,823,818,3
614,622,823,818,3
615,622,823,818,3
614,622,824,818,3
614,621,824,818,3
614,621,823,818,3
613,621,822,818,3
614,622,822,818,3
614,622,823,817,3
614,622,822,817,3
613,621,823,818,3
613,621,823,817,3
614,620,823,817,3
613,621,822,817,3
611,621,822,817,3
611,621,822,817,3
611,620,822,817,3
611,620,822,818,3
611,620,822,817,3
611,620,822,817,3
611,620,821,817,3
611,620,822,817,3
612,619,822,818,3
612,620,822,817,3
612,620,822,817,3
612,620,822,817,3
612,619,821,817,3
611,619,821,817,3
612,619,822,817,3
613,620,822,817,3
613,620,822,817,3
613,620,822,817,3
613,620,822,816,3
613,620,822,817,3
614,620,822,818,3
614,620,822,817,3
614,620,822,818,3
614,620,823,818,3
614,620,823,818,3
614,621,823,818,3
613,620,822,818,3
614,621,822,818,3
614,620,822,817,3
614,621,823,818,3
614,620,822,818,3
614,621,822,818,3
614,620,822,818,3
613,620,822,818,3
614,620,822,818,3
614,620,822,818,3
613,621,822,818,3
614,620,823,818,3
614,621,823,818,3
614,620,823,817,3
613,621,823,818,3
613,620,821,818,3
613,621,821,817,3
613,620,821,817,3
613,620,822,818,3
612,620,822,818,3
613,621,822,817,3
612,620,823,818,3
613,620,822,817,3
613,620,822,817,3
613,620,822,818,3
612,620,821,818,3
613,620,822,817,3
612,619,822,817,3
613,620,821,818,3
612,620,822,817,3
613,620,822,817,3
613,620,822,818,3
612,620,822,817,3
613,620,822,818,3
613,620,822,817,3
613,620,823,817,3
612,620,821,818,3
613,620,822,817,3
612,620,822,817,3
612,620,821,817,3
612,620,821,817,3
612,620,822,817,3
612,620,822,817,3
612,620,822,818,3
613,619,822,817,3
613,620,822,818,3
613,620,822,818,3
612,619,822,817,3
612,620,822,817,3
613,620,822,817,3
612,619,822,818,3
613,620,821,818,3
612,619,822,818,3
613,619,822,818,3
612,619,822,817,3
613,620,822,817,3
612,620,822,818,3
613,620,822,818,3
612,620,821,817,3
612,620,821,818,3
612,619,822,818,3
612,620,822,818,3
613,620,822,817,3
613,619,822,817,3
612,619,822,818,3
612,619,822,818,3
612,619,822,818,3
613,620,822,817,3
612,620,822,818,3
612,620,822,818,3
612,619,821,818,3
612,620,821,817,3
612,619,822,818,3
613,620,822,818,3
613,619,822,818,3
613,620,823,818,3
613,620,822,818,3
612,620,821,818,3
613,619,822,817,3
613,620,822,818,3
613,620,822,818,3
612,620,821,818,3
612,619,822,818,3
612,620,822,817,3
612,620,822,818,3
612,620,822,818,3
612,619,823,818,3
612,619,822,817,3
611,619,822,817,3
612,618,822,817,3
611,619,821,817,3
612,619,822,818,3
611,619,822,817,3
611,619,822,817,3
611,619,821,818,3
611,619,821,816,3
611,619,821,817,3
611,619,821,817,3
611,619,821,817,3
611,618,822,817,3
611,619,821,816,3
611,619,822,817,3
611,618,822,817,3
610,618,822,817,3
611,618,821,816,3
611,618,821,817,3
611,618,822,817,3
611,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,816,3
610,618,821,816,3
611,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,822,816,3
610,618,821,817,3
611,618,821,817,3
610,617,821,817,3
611,618,821,816,3
610,618,821,817,3
610,618,820,817,3
609,617,821,817,3
609,618,821,817,3
609,618,821,817,3
609,617,821,816,3
609,618,821,816,3
608,617,821,817,3
608,617,820,816,3
608,617,820,817,3
609,617,821,817,3
608,617,821,817,3
609,617,821,816,3
609,616,821,816,3
609,617,820,816,3
609,617,821,816,3
609,617,820,817,3
610,617,820,816,3
610,618,821,816,3
610,617,821,816,3
610,617,820,816,3
611,617,821,816,3
610,618,821,817,3
611,618,821,816,3
611,618,821,817,3
610,617,821,816,3
611,617,821,817,3
611,618,821,817,3
611,618,821,817,3
611,618,820,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,816,3
610,617,822,817,3
610,618,821,817,3
611,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,817,3
610,618,821,816,3
610,618,821,816,3
610,618,821,817,3
611,618,821,817,3
609,618,821,817,3
609,618,822,816,3
610,617,821,817,3
610,617,821,818,3
609,618,822,817,3
610,618,820,818,3
609,618,821,817,3
610,618,821,817,3
610,618,822,816,3
610,618,820,818,3
609,617,821,816,3
610,617,820,817,3
609,618,821,817,3
610,618,820,817,3
609,617,820,816,3
608,617,820,817,3
609,617,820,816,3
609,617,820,816,3
609,617,820,817,3
609,617,821,817,3
609,617,820,816,3
608,616,821,816,3
608,617,820,816,3
609,617,819,816,3
608,617,820,816,3
608,617,819,816,3
607,616,819,816,3
608,616,820,816,3
608,616,819,816,3
608,617,819,816,3
607,616,820,816,3
607,616,819,815,3
608,615,819,815,3
607,616,819,815,3
607,615,820,815,3
608,615,819,816,3
608,615,819,815,3
607,615,820,815,3
608,616,820,816,3
608,616,820,816,3
607,616,819,815,3
608,616,819,815,3
608,615,820,816,3
608,615,820,815,3
608,616,819,815,3
608,616,820,816,3
606,616,820,815,3
607,615,819,816,3
607,615,819,816,3
606,615,819,815,3
607,615,819,815,3
606,615,819,815,3
606,615,819,815,3
607,615,819,815,3
606,615,819,815,3
606,614,819,815,3
606,614,819,814,3
606,614,819,815,3
606,615,819,815,3
605,614,819,815,3
606,614,819,815,3
606,615,819,815,3
605,614,819,814,3
606,614,819,815,3
606,614,819,815,3
606,614,818,815,3
605,614,819,815,3
605,614,819,815,3
606,614,819,814,3
605,614,819,815,3
606,614,818,815,3
606,614,819,815,3
606,614,819,815,3
606,614,819,814,3
606,614,818,814,3
606,614,819,815,3
605,613,819,814,3
606,614,818,815,3
606,614,819,815,3
607,614,819,815,3
607,614,819,815,3
607,615,819,815,3
607,614,818,815,3
607,614,819,815,3
608,615,819,814,3
607,615,819,816,3
607,614,819,815,3
607,615,819,814,3
607,615,819,816,3
608,615,819,816,3
607,615,820,816,3
608,615,820,815,3
608,615,819,816,3
608,615,820,816,3
608,615,820,816,3
608,615,819,815,3
607,616,819,816,3
608,615,819,816,3
607,615,819,816,3
608,614,820,816,3
607,616,820,816,3
607,615,819,816,3
607,615,820,816,3
607,615,819,815,3
607,614,820,816,3
607,615,820,816,3
608,615,820,816,3
607,615,819,816,3
607,615,819,816,3
606,615,819,816,3
606,615,820,816,3
606,615,819,816,3
606,615,819,815,3
606,615,819,816,3
605,615,819,816,3
606,615,819,815,3
606,614,819,815,3
605,614,819,815,3
604,615,819,814,3
605,614,819,815,3
605,614,818,815,3
605,614,819,815,3
605,614,819,815,3
604,614,817,815,3
604,613,818,815,3
604,613,818,815,3
604,612,819,814,3
604,613,818,815,3
604,613,818,815,3
604,613,817,814,3
604,613,818,814,3
603,613,818,813,3
603,613,818,814,3
603,612,817,814,3
603,611,818,814,3
603,612,817,814,3
603,613,817,814,3
603,612,818,814,3
603,612,818,814,3
603,612,818,814,3
602,612,818,814,3
602,611,817,814,3
602,612,817,814,3
603,611,817,814,3
603,611,817,814,3
602,612,817,814,3
602,611,817,814,3
602,612,818,814,3
603,611,817,813,3
603,612,817,814,3
602,611,818,813,3
602,612,818,813,3
603,612,817,814,3
603,611,818,813,3
603,611,818,814,3
603,611,818,814,3
603,612,817,814,3
603,612,817,814,3
603,612,818,815,3
603,611,818,814,3
603,612,817,814,3
603,611,817,815,3
603,611,817,814,3
603,611,817,815,3
602,612,817,814,3
603,612,817,814,3
602,611,818,813,3
603,611,818,814,3
602,611,817,814,3
603,612,817,815,3
603,611,817,814,3
603,611,818,814,3
603,611,818,814,3
603,611,817,814,3
602,611,818,814,3
603,612,817,814,3
602,611,817,814,3
602,611,817,814,3
603,611,817,814,3
603,611,817,814,3
603,612,817,814,3
603,611,817,814,3
603,612,817,814,3
603,611,817,815,3
603,611,817,814,3
603,611,817,814,3
604,611,817,814,3
604,611,818,814,3
603,612,817,814,3
603,612,817,814,3
603,612,818,814,3
603,612,817,814,3
603,612,817,814,3
603,612,817,815,3
602,611,817,814,3
602,611,817,814,3
603,611,817,814,3
602,611,818,814,3
602,611,817,814,3
603,611,817,813,3
602,611,817,813,3
602,611,818,814,3
602,611,818,814,3
602,611,817,814,3
603,611,816,814,3
602,611,817,814,3
603,611,818,813,3
603,611,817,814,3
603,611,818,813,3
603,611,817,814,3
603,611,817,814,3
603,611,817,814,3
602,611,818,814,3
602,611,817,814,3
601,611,818,814,3
602,611,816,814,3
602,611,818,814,3
603,611,816,814,3
602,611,817,813,3
602,611,817,814,3
602,611,817,814,3
602,610,817,814,3
601,611,816,814,3
601,611,817,814,3
601,611,816,813,3
602,611,817,813,3
601,611,817,814,3
601,610,817,814,3
601,610,816,813,3
600,610,816,814,3
601,610,816,813,3
601,611,816,813,3
601,611,817,814,3
600,610,816,813,3
600,610,817,813,3
600,609,816,813,3
600,609,816,813,3
601,610,816,813,3
600,610,816,814,3
601,610,816,813,3
601,610,816,813,3
600,610,816,813,3
600,609,816,813,3
600,610,816,812,3
600,609,816,813,3
601,610,816,813,3
600,609,816,813,3
600,610,816,812,3
600,609,816,813,3
601,608,816,813,3
601,609,816,813,3
602,609,816,813,3
601,609,816,812,3
601,610,816,814,3
601,609,815,813,3
602,610,816,813,3
601,610,816,814,3
602,609,816,813,3
601,609,816,813,3
602,610,817,814,3
601,610,817,813,3
602,610,816,813,3
602,609,816,814,3
601,609,817,814,3
601,609,816,813,3
601,609,816,813,3
601,610,816,813,3
601,609,817,814,3
600,609,816,813,3
600,609,816,812,3
600,609,816,813,3
600,610,816,813,3
600,609,816,813,3
600,609,816,813,3
600,609,816,813,3
600,609,815,813,3
601,610,816,814,3
601,609,816,813,3
601,609,817,813,3
601,609,817,813,3
601,610,816,813,3
600,609,816,813,3
600,609,816,814,3
600,610,816,813,3
600,609,816,813,3
601,609,816,813,3
600,609,816,813,3
599,610,815,813,3
600,608,816,814,3
600,610,816,814,3
600,610,816,814,3
600,609,816,813,3
600,609,816,812,3
600,609,816,812,3
600,609,816,813,3
599,609,815,812,3
600,608,816,813,3
600,609,816,814,3
600,609,815,814,3
600,608,814,813,3
600,609,815,814,3
599,609,815,813,3
599,609,816,813,3
598,609,815,813,3
598,609,815,813,3
599,608,815,812,3
599,609,815,813,3
598,609,815,813,3
599,608,815,813,3
599,608,815,813,3
599,608,815,812,3
598,608,815,813,3
599,608,815,812,3
598,607,815,812,3
598,608,815,813,3
599,608,816,813,3
598,608,815,812,3
599,608,815,813,3
599,608,815,813,3
599,608,815,812,3
599,608,815,812,3
599,608,815,812,3
599,607,815,813,3
599,608,815,812,3
598,607,815,813,3
599,608,815,813,3
599,608,815,812,3
599,608,815,812,3
599,607,815,812,3
599,608,815,813,3
599,608,816,812,3
599,608,815,813,3
599,608,816,812,3
598,608,815,812,3
599,608,815,813,3
599,608,815,813,3
599,608,815,813,3
599,608,815,812,3
598,608,815,813,3
598,608,815,813,3
599,608,815,813,3
598,608,815,812,3
598,608,815,813,3
598,608,815,812,3
599,607,815,812,3
599,608,815,813,3
599,607,815,812,3
598,608,816,812,3
599,607,815,813,3
599,607,815,812,3
599,608,815,813,3
599,607,815,813,3
599,608,815,813,3
598,608,816,813,3
599,607,815,812,3
598,607,816,812,3
598,607,815,813,3
598,606,814,812,3
598,608,815,812,3
598,608,815,812,3
598,608,814,812,3
598,607,815,813,3
598,607,815,812,3
597,607,815,812,3
598,607,814,813,3
597,607,815,813,3
598,607,814,812,3
598,607,815,812,3
597,607,815,812,3
597,607,814,812,3
597,607,814,813,3
596,607,815,812,3
597,606,814,812,3
597,606,815,812,3
596,607,815,813,3
597,607,815,813,3
597,607,815,812,3
597,607,814,812,3
597,606,815,812,3
597,606,815,812,3
597,607,815,812,3
597,606,815,812,3
597,607,815,812,3
596,607,815,812,3
597,606,815,813,3
597,606,815,812,3
597,606,815,812,3
597,606,814,813,3
597,606,815,812,3
597,606,814,812,3
596,606,815,813,3
597,606,814,812,3
597,606,814,812,3
597,607,815,813,3
598,606,814,812,3
598,606,815,812,3
597,606,814,812,3
597,607,814,812,3
598,607,814,813,3
597,607,815,813,3
597,606,814,812,3
597,606,813,812,3
596,606,814,812,3
597,606,814,812,3
596,606,815,812,3
597,606,814,812,3
597,606,815,812,3
597,606,814,812,3
597,606,813,812,3
596,606,814,811,3
595,606,814,811,3
596,606,814,812,3
597,606,814,812,3
596,606,814,812,3
596,606,813,812,3
596,606,814,811,3
596,606,814,811,3
596,606,814,812,3
596,605,814,812,3
597,606,815,811,3
597,605,815,812,3
597,605,814,812,3
597,606,814,812,3
597,605,814,812,3
597,606,814,812,3
596,605,814,812,3
596,606,814,811,3
596,606,814,811,3
596,606,813,812,3
596,605,814,812,3
596,606,813,812,3
596,606,814,812,3
595,605,814,812,3
595,605,814,812,3
596,606,814,812,3
596,605,814,812,3
595,606,814,811,3
596,606,813,811,3
596,605,814,812,3
596,605,813,811,3
595,605,813,811,3
595,605,813,811,3
595,605,814,811,3
595,605,813,811,3
595,605,813,811,3
595,605,813,811,3
595,604,813,811,3
595,605,813,811,3
595,604,814,812,3
595,604,814,811,3
595,605,813,811,3
595,605,813,811,3
595,604,812,811,3
595,604,814,811,3
595,604,813,811,3
596,604,813,811,3
595,604,813,811,3
595,604,813,811,3
595,605,814,811,3
595,604,813,811,3
595,604,814,811,3
595,604,813,812,3
595,605,812,812,3
594,604,813,811,3
594,604,813,811,3
594,604,813,811,3
594,603,813,811,3
594,604,814,811,3
594,603,813,811,3
594,603,813,811,3
594,604,812,811,3
594,603,812,810,3
594,604,813,811,3
594,603,813,810,3
594,604,813,811,3
594,604,813,811,3
594,604,813,811,3
595,604,813,811,3
594,603,813,811,3
595,604,814,811,3
595,603,813,811,3
595,603,813,811,3
595,604,813,811,3
595,604,813,812,3
595,604,813,811,3
595,604,812,811,3
594,603,814,811,3
594,604,813,812,3
595,604,813,811,3
595,604,813,811,3
595,604,813,812,3
593,604,814,812,3
594,604,814,811,3
594,604,813,811,3
595,604,813,811,3
594,604,813,811,3
594,604,813,811,3
594,604,813,811,3
595,604,813,811,3
594,604,813,811,3
595,603,813,812,3
594,604,813,811,3
595,604,813,811,3
594,604,813,811,3
594,604,813,811,3
594,604,812,811,3
594,603,812,811,3
593,603,812,811,3
594,604,813,811,3
594,603,812,811,3
594,604,813,811,3
594,603,812,810,3
593,603,813,811,3
593,603,813,811,3
593,603,813,810,3
593,603,813,810,3
593,603,812,811,3
593,604,812,811,3
593,603,812,810,3
593,603,812,811,3
592,603,812,810,3
593,602,813,811,3
592,603,812,810,3
592,602,812,810,3
591,602,812,810,3
592,603,812,810,3
592,603,812,810,3
592,603,812,810,3
592,603,812,810,3
592,602,812,810,3
592,602,811,811,3
592,602,812,810,3
591,602,811,810,3
591,602,812,810,3
591,601,812,810,3
592,602,812,811,3
592,602,811,810,3
591,602,812,810,3
591,602,812,810,3
592,602,811,809,3
591,602,812,810,3
591,602,812,810,3
591,601,811,809,3
591,601,811,810,3
592,601,811,810,3
591,601,811,810,3
592,601,811,809,3
592,601,811,809,3
592,602,811,810,3
590,601,812,810,3
590,601,811,809,3
591,601,812,810,3
591,601,812,810,3
591,601,811,810,3
590,601,811,810,3
590,601,811,809,3
591,601,811,809,3
591,600,811,809,3
591,601,810,810,3
590,600,811,810,3
591,600,812,810,3
591,600,811,809,3
591,601,811,809,3
591,600,811,810,3
590,601,811,810,3
591,601,812,810,3
590,601,811,810,3
590,601,811,810,3
590,600,811,810,3
591,601,811,810,3
591,600,811,810,3
591,600,812,810,3
591,601,811,809,3
590,600,811,810,3
590,600,811,810,3
590,600,811,810,3
590,600,811,810,3
590,600,811,810,3
590,600,811,810,3
591,601,811,810,3
590,600,811,809,3
590,600,811,809,3
590,600,811,809,3
590,600,811,810,3
590,600,811,809,3
590,600,810,809,3
590,600,811,810,3
590,600,811,809,3
590,600,811,809,3
590,600,810,810,3
590,600,811,809,3
591,600,811,809,3
590,600,811,810,3
591,600,811,809,3
590,600,811,809,3
590,600,811,809,3
590,600,811,810,3
590,600,811,809,3
590,600,811,809,3
590,600,811,810,3
590,600,811,810,3
590,600,811,809,3
590,600,810,810,3
590,600,810,809,3
589,600,811,810,3
589,600,811,809,3
590,599,811,809,3
589,600,811,810,3
589,599,810,809,3
589,599,811,809,3
589,599,810,810,3
589,600,810,809,3
590,600,811,809,3
589,599,810,809,3
590,599,811,809,3
589,599,811,809,3
589,599,810,809,3
590,599,811,809,3
589,599,810,809,3
589,599,810,809,3
589,599,810,809,3
588,599,811,810,3
587,599,810,809,3
589,599,811,809,3
588,599,810,810,3
588,599,810,809,3
588,599,811,809,3
587,599,810,809,3
587,599,809,808,3
588,599,810,809,3
588,599,810,809,3
588,599,810,809,3
587,599,810,809,3
587,598,810,809,3
587,598,810,808,3
587,598,810,808,3
587,598,810,808,3
586,598,809,809,3
585,598,809,809,3
586,598,809,809,3
587,598,809,809,3
586,598,809,809,3
586,597,810,808,3
586,598,809,808,3
587,598,809,809,3
586,597,809,808,3
586,598,810,809,3
585,597,808,808,3
585,597,808,808,3
585,597,809,808,3
585,597,808,807,3
585,596,809,807,3
585,596,809,807,3
585,596,808,807,3
584,596,809,807,3
585,596,808,807,3
584,596,809,807,3
585,595,808,808,3
585,596,808,808,3
585,596,808,808,3
586,596,808,808,3
585,596,808,808,3
585,596,808,808,3
585,596,808,808,3
585,596,809,808,3
585,596,808,808,3
585,596,808,808,3
585,596,809,807,3
586,597,809,808,3
586,596,809,808,3
586,596,809,807,3
586,597,809,808,3
587,596,809,808,3
587,597,809,807,3
587,597,809,809,3
588,597,809,808,3
588,597,810,809,3
588,597,810,810,3
589,597,810,810,3
588,598,810,809,3
589,597,810,809,3
589,598,810,810,3
589,598,810,809,3
588,598,810,810,3
588,598,810,809,3
588,598,809,809,3
588,598,809,809,3
588,598,810,809,3
588,598,810,810,3
588,598,810,809,3
588,599,809,809,3
587,599,809,808,3
587,598,809,809,3
587,599,810,809,3
587,598,809,809,3
587,598,809,809,3
587,598,809,808,3
588,598,809,808,3
587,598,808,809,3
586,598,809,809,3
587,598,809,809,3
587,598,808,808,3
587,598,809,809,3
586,598,809,808,3
586,598,808,808,3
586,598,809,808,3
586,597,809,808,3
586,597,810,808,3
586,597,809,808,3
586,597,809,808,3
585,597,808,808,3
586,597,808,808,3
586,597,809,808,3
585,597,809,808,3
585,596,809,807,3
584,596,808,807,3
585,597,808,808,3
584,596,808,807,3
584,596,808,808,3
585,596,808,807,3
585,596,808,807,3
584,596,808,808,3
585,596,808,808,3
584,596,808,807,3
585,596,808,807,3
584,596,808,807,3
584,596,808,807,3
585,596,808,808,3
586,596,808,808,3
585,596,808,807,3
