NO2,C2H5CH,VOC,CO,CLASS
720,801,925.000000,964,7
718,798,923.000000,959,7
715,792,921.000000,955,7
713,788,919.000000,950,7
710,784,918.000000,945,7
683,778,917.000000,942,7
670,778,915.000000,937,7
657,773,913.000000,933,7
647,768,911.000000,930,7
639,762,909.000000,925,7
634,756,906.000000,920,7
632,752,905.000000,917,7
631,749,903.000000,913,7
630,744,901.000000,910,7
633,741,900.000000,906,7
633,737,898.000000,903,7
634,734,897.000000,899,7
636,731,896.000000,897,7
637,729,895.000000,894,7
637,727,894.000000,891,7
636,724,893.000000,889,7
635,721,891.000000,886,7
636,718,891.000000,883,7
597,710,890.000000,881,7
601,704,890.000000,876,7
589,702,891.000000,872,7
597,709,890.000000,876,7
566,694,889.000000,883,7
597,701,889.000000,883,7
600,714,889.000000,884,7
596,710,887.000000,881,7
592,705,885.000000,878,7
587,701,883.000000,875,7
578,692,880.000000,871,7
574,677,881.000000,851,7
570,673,881.000000,844,7
563,669,879.000000,856,7
581,694,880.000000,871,7
576,690,877.000000,867,7
571,686,875.000000,864,7
568,681,872.000000,860,7
567,678,871.000000,858,7
565,675,869.000000,856,7
563,671,867.000000,853,7
560,668,865.000000,853,7
560,667,864.000000,858,7
562,668,863.000000,867,7
573,674,865.000000,893,7
580,679,867.000000,912,7
585,684,867.000000,924,7
599,691,868.000000,937,7
619,699,870.000000,948,7
632,706,872.000000,958,7
646,713,874.000000,964,7
653,718,876.000000,968,7
660,725,878.000000,970,7
667,731,881.000000,973,7
674,737,883.000000,975,7
681,742,884.000000,978,7
686,747,887.000000,979,7
690,753,889.000000,981,7
693,757,891.000000,982,7
696,761,892.000000,983,7
698,765,894.000000,983,7
700,770,896.000000,984,7
703,772,898.000000,985,7
705,776,899.000000,985,7
706,779,900.000000,986,7
707,781,901.000000,987,7
708,784,902.000000,987,7
711,787,903.000000,987,7
713,790,904.000000,988,7
714,791,906.000000,989,7
715,794,906.000000,989,7
717,796,908.000000,989,7
718,797,909.000000,989,7
720,800,910.000000,989,7
721,801,911.000000,990,7
723,803,912.000000,991,7
723,805,912.000000,990,7
725,806,913.000000,991,7
725,809,915.000000,991,7
725,809,915.000000,991,7
725,811,916.000000,991,7
725,812,915.000000,991,7
724,814,916.000000,991,7
726,814,917.000000,991,7
728,815,917.000000,991,7
730,816,918.000000,992,7
732,817,919.000000,992,7
731,817,919.000000,992,7
730,818,919.000000,992,7
729,819,920.000000,992,7
729,819,921.000000,992,7
729,820,921.000000,992,7
728,821,921.000000,993,7
730,822,921.000000,993,7
730,822,922.000000,993,7
731,823,922.000000,993,7
731,823,922.000000,993,7
733,825,922.000000,994,7
733,825,923.000000,993,7
733,826,923.000000,994,7
733,826,924.000000,994,7
735,827,925.000000,993,7
735,827,925.000000,994,7
736,827,925.000000,994,7
737,828,926.000000,995,7
737,828,927.000000,995,7
738,828,927.000000,994,7
739,829,926.000000,995,7
739,830,928.000000,995,7
740,831,929.000000,995,7
741,831,928.000000,996,7
741,831,929.000000,995,7
741,831,929.000000,996,7
741,832,930.000000,996,7
741,832,930.000000,996,7
742,832,930.000000,996,7
742,833,930.000000,996,7
743,833,931.000000,997,7
743,833,931.000000,996,7
743,834,932.000000,997,7
744,834,932.000000,997,7
745,835,932.000000,996,7
744,834,933.000000,997,7
742,835,932.000000,997,7
740,835,933.000000,997,7
739,835,932.000000,997,7
738,835,931.000000,997,7
738,835,932.000000,996,7
738,836,932.000000,997,7
738,835,932.000000,996,7
739,836,932.000000,996,7
739,835,932.000000,997,7
740,835,932.000000,996,7
741,836,933.000000,996,7
741,835,932.000000,996,7
743,835,933.000000,996,7
743,835,933.000000,996,7
744,835,933.000000,996,7
744,836,933.000000,995,7
745,836,933.000000,995,7
745,836,934.000000,995,7
746,837,934.000000,996,7
747,837,934.000000,996,7
747,837,935.000000,997,7
747,836,934.000000,996,7
747,837,935.000000,996,7
748,837,935.000000,996,7
748,838,934.000000,996,7
748,837,935.000000,997,7
749,838,935.000000,997,7
749,838,936.000000,997,7
749,837,936.000000,996,7
748,838,936.000000,998,7
749,838,936.000000,996,7
749,838,936.000000,997,7
749,839,936.000000,997,7
749,838,937.000000,997,7
748,838,937.000000,998,7
749,838,936.000000,997,7
749,839,936.000000,997,7
748,839,936.000000,998,7
749,839,937.000000,997,7
749,839,936.000000,996,7
749,839,937.000000,997,7
749,839,937.000000,996,7
749,839,937.000000,997,7
749,839,937.000000,996,7
749,839,938.000000,998,7
749,839,938.000000,997,7
749,839,938.000000,998,7
749,839,937.000000,996,7
750,840,937.000000,997,7
750,840,938.000000,998,7
750,839,937.000000,997,7
751,839,937.000000,996,7
751,840,937.000000,996,7
751,840,938.000000,997,7
751,840,938.000000,997,7
750,840,938.000000,997,7
751,840,938.000000,998,7
751,840,939.000000,996,7
752,840,938.000000,997,7
751,840,938.000000,997,7
751,841,938.000000,997,7
751,840,939.000000,997,7
751,840,939.000000,997,7
751,840,938.000000,997,7
751,840,938.000000,997,7
751,841,939.000000,996,7
751,840,938.000000,997,7
751,840,939.000000,996,7
751,840,939.000000,997,7
751,840,939.000000,996,7
751,840,938.000000,996,7
751,841,939.000000,996,7
751,840,939.000000,997,7
751,841,939.000000,998,7
751,840,938.000000,996,7
751,840,938.000000,996,7
750,840,938.000000,997,7
751,840,939.000000,997,7
750,840,939.000000,996,7
750,840,938.000000,997,7
751,840,938.000000,997,7
751,840,939.000000,996,7
751,840,938.000000,996,7
750,840,938.000000,996,7
751,840,939.000000,996,7
750,840,939.000000,997,7
750,840,939.000000,996,7
751,840,938.000000,996,7
751,840,939.000000,996,7
750,840,938.000000,996,7
750,839,939.000000,996,7
750,839,938.000000,996,7
750,840,939.000000,996,7
751,840,938.000000,996,7
751,839,938.000000,996,7
751,839,938.000000,996,7
751,839,939.000000,996,7
751,839,939.000000,996,7
750,839,938.000000,996,7
750,840,939.000000,996,7
749,839,939.000000,996,7
750,839,938.000000,995,7
749,839,938.000000,996,7
749,838,938.000000,995,7
749,839,938.000000,995,7
749,839,938.000000,996,7
750,838,938.000000,996,7
750,838,938.000000,995,7
751,839,938.000000,995,7
752,838,938.000000,995,7
751,839,938.000000,995,7
752,839,939.000000,996,7
750,838,939.000000,996,7
750,839,939.000000,995,7
750,839,938.000000,995,7
749,838,938.000000,996,7
748,838,938.000000,996,7
748,838,938.000000,996,7
748,839,939.000000,995,7
747,838,937.000000,995,7
747,838,938.000000,995,7
747,837,938.000000,995,7
746,837,938.000000,995,7
746,838,937.000000,995,7
745,837,937.000000,995,7
744,837,937.000000,995,7
745,836,937.000000,995,7
745,837,937.000000,995,7
746,836,938.000000,994,7
747,836,937.000000,994,7
748,836,937.000000,994,7
748,835,937.000000,994,7
749,836,938.000000,994,7
749,835,936.000000,994,7
750,836,938.000000,994,7
750,835,937.000000,994,7
750,836,937.000000,994,7
749,836,938.000000,995,7
749,835,937.000000,995,7
749,835,937.000000,994,7
750,835,937.000000,995,7
748,836,937.000000,994,7
748,835,937.000000,994,7
749,835,937.000000,993,7
749,836,937.000000,995,7
749,835,937.000000,994,7
750,836,937.000000,994,7
750,835,937.000000,994,7
749,835,938.000000,994,7
748,835,937.000000,994,7
748,835,937.000000,994,7
749,836,937.000000,994,7
748,835,938.000000,994,7
748,836,937.000000,994,7
748,835,938.000000,994,7
747,835,937.000000,994,7
747,835,937.000000,993,7
747,835,937.000000,994,7
747,834,938.000000,994,7
747,835,937.000000,994,7
747,835,936.000000,993,7
747,835,937.000000,994,7
747,834,936.000000,994,7
747,834,937.000000,993,7
746,834,937.000000,994,7
746,834,936.000000,993,7
747,834,936.000000,993,7
747,834,936.000000,993,7
747,834,936.000000,994,7
747,833,936.000000,994,7
747,833,937.000000,993,7
747,834,937.000000,994,7
747,834,937.000000,993,7
747,833,937.000000,993,7
747,834,937.000000,994,7
746,833,937.000000,993,7
747,833,937.000000,993,7
747,834,937.000000,993,7
746,833,936.000000,994,7
746,833,936.000000,993,7
745,833,936.000000,993,7
745,833,936.000000,994,7
744,833,936.000000,993,7
744,834,936.000000,993,7
744,833,935.000000,994,7
743,832,935.000000,993,7
743,833,936.000000,994,7
742,832,936.000000,992,7
742,831,935.000000,992,7
743,832,935.000000,993,7
741,832,935.000000,992,7
742,832,935.000000,992,7
741,832,935.000000,992,7
741,831,935.000000,992,7
740,831,934.000000,992,7
739,831,933.000000,992,7
739,830,934.000000,992,7
738,830,934.000000,992,7
738,829,933.000000,991,7
738,829,932.000000,990,7
738,829,934.000000,990,7
739,829,933.000000,990,7
739,829,933.000000,991,7
739,828,933.000000,991,7
739,829,933.000000,990,7
739,828,933.000000,990,7
739,828,932.000000,990,7
739,828,934.000000,991,7
740,827,933.000000,991,7
739,827,932.000000,990,7
739,827,933.000000,991,7
740,827,933.000000,991,7
740,828,933.000000,990,7
741,827,934.000000,990,7
742,828,934.000000,991,7
742,827,934.000000,990,7
742,827,933.000000,990,7
742,828,933.000000,991,7
743,827,934.000000,991,7
743,827,934.000000,991,7
744,828,934.000000,991,7
744,828,934.000000,991,7
745,828,934.000000,991,7
745,827,934.000000,991,7
745,828,934.000000,991,7
745,828,934.000000,991,7
745,829,934.000000,991,7
745,828,935.000000,992,7
745,829,935.000000,992,7
745,829,935.000000,991,7
746,829,935.000000,992,7
746,829,934.000000,992,7
745,829,935.000000,992,7
745,829,935.000000,992,7
744,830,935.000000,992,7
745,829,935.000000,991,7
745,830,934.000000,992,7
745,829,935.000000,992,7
746,829,935.000000,992,7
745,829,935.000000,992,7
746,830,935.000000,992,7
745,830,935.000000,993,7
746,830,935.000000,992,7
747,830,935.000000,992,7
746,830,935.000000,992,7
746,830,936.000000,992,7
746,830,936.000000,992,7
746,830,936.000000,992,7
746,831,936.000000,992,7
746,830,936.000000,993,7
746,830,936.000000,994,7
746,830,935.000000,992,7
745,830,936.000000,992,7
745,830,936.000000,993,7
745,830,935.000000,993,7
745,830,935.000000,992,7
745,830,935.000000,992,7
746,830,935.000000,992,7
745,830,935.000000,992,7
745,830,935.000000,993,7
746,830,935.000000,992,7
744,830,935.000000,992,7
745,830,935.000000,992,7
745,830,935.000000,992,7
744,829,935.000000,992,7
744,829,935.000000,992,7
744,830,934.000000,993,7
745,830,935.000000,992,7
744,830,935.000000,992,7
744,830,935.000000,992,7
745,830,935.000000,992,7
744,830,936.000000,993,7
745,829,935.000000,992,7
745,830,936.000000,992,7
746,830,935.000000,992,7
745,829,935.000000,992,7
746,830,935.000000,991,7
747,830,935.000000,993,7
747,830,936.000000,992,7
747,830,935.000000,993,7
747,830,936.000000,992,7
747,830,935.000000,993,7
747,830,936.000000,993,7
747,830,935.000000,992,7
748,830,936.000000,993,7
747,830,936.000000,993,7
748,831,936.000000,993,7
748,831,936.000000,994,7
748,831,935.000000,993,7
747,831,936.000000,993,7
746,831,936.000000,992,7
746,831,936.000000,993,7
746,831,935.000000,992,7
746,831,936.000000,993,7
746,831,936.000000,994,7
746,831,936.000000,993,7
747,831,936.000000,993,7
747,831,936.000000,993,7
747,831,936.000000,994,7
748,831,937.000000,993,7
749,831,936.000000,992,7
749,831,936.000000,993,7
750,832,937.000000,993,7
749,832,936.000000,993,7
750,832,937.000000,993,7
750,831,936.000000,993,7
750,832,937.000000,994,7
751,832,937.000000,993,7
750,832,937.000000,994,7
750,832,936.000000,994,7
750,832,937.000000,994,7
750,832,937.000000,994,7
751,832,938.000000,994,7
750,832,937.000000,994,7
749,833,937.000000,994,7
750,833,937.000000,994,7
750,833,936.000000,994,7
750,834,937.000000,994,7
749,833,937.000000,994,7
749,833,937.000000,993,7
750,833,937.000000,994,7
749,833,937.000000,994,7
750,833,937.000000,994,7
750,834,937.000000,994,7
750,834,937.000000,994,7
750,834,937.000000,994,7
750,833,937.000000,994,7
750,833,937.000000,994,7
750,833,937.000000,994,7
750,833,937.000000,994,7
750,833,937.000000,994,7
750,834,937.000000,994,7
750,833,937.000000,995,7
750,834,936.000000,994,7
750,833,938.000000,994,7
750,833,937.000000,994,7
751,834,937.000000,994,7
750,834,937.000000,994,7
751,834,937.000000,994,7
751,834,937.000000,994,7
751,834,937.000000,994,7
751,834,937.000000,993,7
750,833,937.000000,995,7
751,833,937.000000,994,7
750,834,937.000000,994,7
750,834,937.000000,994,7
750,834,938.000000,994,7
750,834,937.000000,995,7
750,834,938.000000,994,7
750,834,938.000000,994,7
751,834,937.000000,994,7
750,834,938.000000,994,7
750,834,938.000000,994,7
750,834,937.000000,995,7
749,834,938.000000,994,7
750,834,938.000000,994,7
750,834,937.000000,994,7
751,834,937.000000,994,7
750,835,937.000000,994,7
750,834,937.000000,994,7
750,835,938.000000,994,7
749,834,937.000000,994,7
749,834,937.000000,995,7
750,835,937.000000,994,7
750,834,938.000000,994,7
749,834,938.000000,995,7
749,834,937.000000,994,7
749,834,937.000000,994,7
749,834,937.000000,995,7
750,835,937.000000,995,7
749,833,937.000000,994,7
749,834,937.000000,993,7
748,833,937.000000,994,7
748,834,937.000000,994,7
749,834,937.000000,994,7
749,833,937.000000,994,7
749,834,937.000000,994,7
749,834,937.000000,993,7
749,834,938.000000,994,7
749,834,937.000000,994,7
748,834,937.000000,994,7
749,834,937.000000,994,7
749,833,936.000000,993,7
749,834,938.000000,994,7
748,834,937.000000,994,7
749,834,938.000000,994,7
750,834,937.000000,994,7
749,833,937.000000,993,7
749,833,938.000000,994,7
749,833,937.000000,993,7
749,834,938.000000,994,7
749,834,937.000000,994,7
748,834,937.000000,994,7
749,833,937.000000,993,7
748,833,937.000000,994,7
749,833,937.000000,994,7
748,833,937.000000,994,7
748,834,937.000000,993,7
750,833,937.000000,994,7
750,833,938.000000,994,7
750,834,937.000000,993,7
750,834,937.000000,994,7
751,834,938.000000,994,7
750,833,937.000000,994,7
751,834,937.000000,994,7
751,834,937.000000,994,7
751,834,937.000000,993,7
750,834,937.000000,993,7
751,834,937.000000,994,7
750,833,937.000000,995,7
750,834,938.000000,994,7
750,835,937.000000,994,7
750,834,938.000000,994,7
751,835,937.000000,994,7
751,834,938.000000,994,7
751,834,938.000000,994,7
751,835,938.000000,994,7
751,834,937.000000,995,7
751,835,938.000000,994,7
751,835,938.000000,995,7
751,834,938.000000,994,7
750,834,938.000000,994,7
836,914,979,1021,8
838,914,980,1022,8
837,914,978,1022,8
838,914,978,1022,8
838,914,979,1021,8
838,912,979,1020,8
837,914,979,1021,8
838,913,979,1021,8
837,912,978,1022,8
837,913,978,1022,8
836,911,978,1021,8
836,911,978,1021,8
835,911,979,1021,8
835,911,979,1021,8
836,912,977,1022,8
836,912,979,1022,8
837,912,979,1021,8
837,912,978,1022,8
837,911,979,1022,8
838,911,978,1021,8
837,911,979,1022,8
837,910,979,1021,8
837,910,978,1021,8
837,910,978,1021,8
837,910,979,1021,8
837,910,978,1022,8
836,910,978,1022,8
836,909,978,1022,8
835,909,978,1021,8
836,909,978,1021,8
835,909,978,1021,8
835,909,979,1022,8
835,909,977,1021,8
836,908,978,1021,8
835,910,979,1021,8
835,909,978,1021,8
835,909,979,1021,8
835,909,978,1021,8
836,908,979,1021,8
835,908,978,1022,8
834,908,978,1021,8
835,908,979,1021,8
835,908,978,1021,8
835,908,977,1021,8
834,908,979,1022,8
834,907,978,1021,8
835,908,978,1021,8
834,907,977,1021,8
833,907,978,1020,8
833,906,977,1021,8
834,907,978,1021,8
833,907,978,1021,8
833,906,977,1020,8
832,905,977,1021,8
831,905,978,1021,8
831,906,978,1021,8
831,905,977,1022,8
831,906,977,1022,8
831,905,977,1021,8
831,905,977,1021,8
830,905,976,1021,8
831,905,977,1021,8
830,905,978,1022,8
830,904,978,1021,8
830,905,977,1021,8
830,905,976,1021,8
830,904,977,1022,8
829,904,976,1022,8
829,905,978,1021,8
829,904,976,1021,8
829,904,977,1021,8
830,905,976,1021,8
830,905,977,1022,8
829,904,976,1021,8
830,904,976,1021,8
828,903,976,1020,8
829,903,975,1021,8
828,903,976,1020,8
828,903,976,1021,8
828,904,977,1021,8
828,903,976,1021,8
828,903,976,1021,8
827,903,976,1021,8
828,903,976,1021,8
827,903,977,1021,8
827,903,976,1022,8
826,902,976,1022,8
827,902,976,1021,8
827,902,975,1021,8
827,902,976,1021,8
827,903,976,1022,8
827,901,976,1021,8
826,902,976,1021,8
826,901,976,1021,8
826,902,976,1022,8
825,901,976,1021,8
826,902,976,1020,8
826,901,974,1021,8
825,902,975,1020,8
825,902,975,1021,8
825,901,976,1021,8
825,901,975,1021,8
825,902,975,1021,8
825,902,976,1022,8
826,901,976,1020,8
826,901,976,1021,8
825,901,976,1022,8
826,902,975,1022,8
826,901,976,1021,8
825,901,975,1021,8
825,901,975,1022,8
825,902,975,1021,8
826,902,975,1021,8
826,901,976,1021,8
825,901,976,1021,8
825,901,976,1022,8
825,900,975,1020,8
825,901,976,1021,8
825,901,975,1021,8
824,901,976,1021,8
824,901,975,1021,8
825,901,975,1022,8
824,900,975,1021,8
824,901,975,1021,8
825,901,976,1021,8
824,901,975,1021,8
824,901,975,1022,8
825,901,975,1021,8
824,901,975,1021,8
824,900,975,1021,8
824,900,975,1021,8
823,900,974,1021,8
823,900,975,1020,8
823,900,974,1021,8
823,900,975,1022,8
823,900,974,1021,8
823,899,974,1021,8
823,900,975,1021,8
822,899,974,1021,8
821,899,974,1021,8
821,898,974,1022,8
822,899,974,1020,8
821,899,973,1021,8
821,898,974,1022,8
821,899,975,1021,8
820,898,974,1021,8
821,898,974,1020,8
821,899,974,1021,8
821,899,974,1022,8
822,898,973,1021,8
821,899,975,1021,8
820,899,974,1021,8
821,898,973,1021,8
821,898,973,1021,8
820,899,974,1020,8
821,898,974,1020,8
821,899,974,1022,8
821,898,974,1022,8
821,899,974,1020,8
822,898,974,1021,8
822,899,975,1021,8
821,898,974,1022,8
821,899,974,1021,8
820,898,974,1021,8
821,898,973,1021,8
820,899,973,1021,8
820,898,974,1020,8
820,898,974,1021,8
820,898,973,1021,8
819,897,974,1021,8
819,897,974,1021,8
819,897,973,1021,8
819,898,974,1022,8
819,897,974,1021,8
820,897,974,1021,8
820,897,974,1022,8
820,898,973,1022,8
821,898,973,1022,8
820,897,973,1020,8
819,897,973,1021,8
819,896,974,1021,8
818,896,973,1021,8
818,895,973,1021,8
817,895,973,1021,8
816,896,972,1020,8
816,896,973,1020,8
816,895,972,1021,8
816,896,972,1021,8
816,896,973,1021,8
817,896,974,1021,8
817,897,974,1019,8
818,896,973,1021,8
818,896,973,1022,8
817,897,973,1021,8
816,896,973,1021,8
817,896,973,1022,8
817,897,972,1022,8
817,896,974,1021,8
817,896,973,1021,8
817,896,972,1020,8
816,895,974,1021,8
817,896,972,1021,8
815,896,972,1021,8
816,895,973,1021,8
816,896,972,1021,8
816,895,972,1021,8
815,896,972,1021,8
815,896,973,1021,8
814,895,973,1021,8
814,895,972,1021,8
814,895,972,1020,8
814,895,973,1021,8
813,895,973,1020,8
812,894,972,1021,8
813,894,972,1021,8
813,894,972,1021,8
812,894,971,1022,8
813,893,972,1021,8
812,894,972,1022,8
812,893,972,1020,8
813,894,971,1020,8
812,894,972,1022,8
812,893,972,1021,8
812,894,972,1021,8
812,894,972,1021,8
812,894,972,1021,8
812,894,971,1020,8
812,894,973,1021,8
811,894,972,1020,8
812,894,971,1020,8
812,894,972,1020,8
812,894,971,1021,8
811,894,971,1021,8
810,893,971,1021,8
811,893,971,1020,8
811,893,971,1022,8
811,893,972,1021,8
810,893,971,1021,8
810,893,972,1021,8
811,893,972,1021,8
811,893,971,1022,8
811,893,971,1020,8
811,893,971,1021,8
811,893,971,1022,8
811,893,972,1021,8
810,893,972,1021,8
811,893,972,1021,8
810,892,972,1020,8
811,893,971,1021,8
811,893,970,1021,8
809,892,972,1020,8
808,892,971,1020,8
807,891,970,1020,8
806,891,971,1020,8
804,890,969,1020,8
803,889,969,1020,8
801,887,969,1021,8
799,887,968,1020,8
797,886,968,1020,8
796,885,968,1020,8
796,886,968,1020,8
797,885,968,1020,8
796,885,968,1020,8
797,886,969,1021,8
798,887,969,1020,8
799,886,969,1020,8
800,887,969,1020,8
800,887,969,1021,8
801,887,969,1021,8
802,888,969,1021,8
802,888,969,1021,8
802,888,969,1021,8
802,888,969,1021,8
802,888,970,1020,8
802,889,969,1021,8
802,888,969,1019,8
801,889,970,1021,8
802,888,970,1020,8
802,890,969,1020,8
802,888,970,1020,8
802,888,969,1020,8
803,888,969,1020,8
802,889,969,1021,8
802,888,969,1020,8
802,888,969,1020,8
802,888,970,1020,8
801,889,970,1020,8
802,889,969,1020,8
801,889,969,1020,8
801,888,970,1022,8
802,889,969,1020,8
803,888,969,1020,8
802,889,970,1020,8
803,889,969,1021,8
803,889,969,1021,8
804,889,970,1020,8
803,890,969,1020,8
804,890,970,1021,8
803,889,970,1021,8
802,889,970,1021,8
802,889,970,1020,8
803,890,970,1021,8
803,888,970,1020,8
803,889,969,1020,8
802,889,969,1020,8
802,889,970,1020,8
802,888,970,1020,8
802,888,969,1021,8
802,888,970,1020,8
802,889,969,1020,8
802,889,970,1020,8
801,888,969,1021,8
802,888,969,1020,8
801,889,970,1021,8
802,888,970,1021,8
802,888,970,1021,8
802,888,970,1021,8
802,889,969,1020,8
802,888,969,1021,8
801,888,970,1021,8
801,889,970,1021,8
801,889,970,1021,8
801,888,969,1021,8
801,889,970,1021,8
801,888,969,1021,8
801,888,970,1021,8
801,888,970,1021,8
801,888,969,1021,8
801,888,969,1020,8
800,888,969,1021,8
800,888,969,1020,8
800,888,970,1020,8
800,887,969,1021,8
800,888,969,1022,8
800,887,970,1021,8
800,887,969,1020,8
800,888,968,1021,8
800,888,969,1021,8
801,888,969,1021,8
801,888,969,1021,8
800,888,969,1021,8
801,888,969,1020,8
801,888,969,1020,8
800,888,970,1021,8
800,888,970,1019,8
801,888,969,1021,8
801,887,969,1021,8
801,888,969,1021,8
801,889,970,1021,8
800,888,969,1021,8
800,888,969,1021,8
800,888,969,1020,8
801,888,970,1020,8
801,887,970,1020,8
801,888,970,1021,8
801,888,970,1021,8
801,888,969,1020,8
801,888,968,1020,8
800,888,970,1021,8
800,887,968,1020,8
800,888,969,1021,8
800,888,969,1020,8
799,888,969,1020,8
799,887,969,1022,8
799,887,968,1020,8
799,887,968,1021,8
798,887,969,1021,8
799,887,969,1021,8
799,887,968,1020,8
799,887,969,1020,8
798,887,968,1021,8
798,887,968,1020,8
798,887,968,1020,8
797,886,969,1020,8
798,887,968,1020,8
798,887,969,1021,8
798,887,969,1021,8
799,888,969,1020,8
801,888,969,1021,8
802,885,968,1020,8
802,884,968,1020,8
800,883,967,1020,8
797,883,966,1019,8
795,883,967,1018,8
793,883,967,1020,8
794,884,966,1020,8
794,884,967,1020,8
794,883,966,1020,8
793,883,967,1020,8
792,884,967,1021,8
793,883,966,1020,8
792,883,967,1020,8
793,883,966,1020,8
792,883,968,1020,8
793,883,967,1021,8
794,884,968,1021,8
795,884,967,1021,8
796,885,968,1020,8
797,885,968,1020,8
796,886,968,1020,8
795,885,968,1020,8
795,886,968,1020,8
796,885,968,1021,8
796,885,968,1020,8
795,885,968,1020,8
795,885,968,1020,8
795,886,968,1021,8
795,886,968,1021,8
794,886,968,1020,8
794,885,968,1021,8
793,885,968,1021,8
793,886,968,1021,8
793,885,967,1020,8
793,885,967,1021,8
793,885,968,1020,8
793,885,968,1020,8
794,885,968,1020,8
792,884,968,1020,8
792,884,967,1021,8
792,883,966,1021,8
792,883,967,1021,8
791,883,967,1020,8
792,884,967,1020,8
792,883,967,1020,8
792,884,966,1020,8
792,884,967,1020,8
792,883,967,1020,8
792,884,967,1019,8
792,884,967,1020,8
792,883,967,1020,8
793,884,967,1021,8
792,884,966,1021,8
793,884,967,1021,8
792,885,967,1020,8
792,885,968,1020,8
792,884,967,1020,8
792,884,968,1021,8
792,885,967,1020,8
792,884,967,1021,8
791,884,967,1020,8
792,883,968,1020,8
791,884,967,1021,8
792,884,967,1021,8
792,884,968,1020,8
791,884,967,1020,8
792,884,968,1021,8
792,884,968,1019,8
792,884,967,1021,8
793,884,968,1021,8
793,884,967,1020,8
793,884,968,1020,8
792,884,967,1020,8
792,884,967,1020,8
792,884,968,1021,8
792,883,968,1020,8
791,884,968,1020,8
792,884,967,1020,8
792,883,967,1020,8
792,883,967,1021,8
791,884,967,1020,8
791,884,966,1021,8
791,883,966,1020,8
790,883,967,1021,8
790,882,966,1020,8
789,883,967,1020,8
790,883,966,1020,8
789,883,967,1021,8
789,883,967,1020,8
788,883,967,1020,8
789,882,967,1020,8
789,883,966,1020,8
788,882,967,1020,8
789,883,966,1020,8
788,882,967,1020,8
788,882,966,1020,8
788,883,966,1020,8
788,883,966,1021,8
787,882,965,1021,8
788,883,966,1020,8
789,881,966,1021,8
788,882,967,1020,8
788,881,966,1020,8
788,882,966,1020,8
787,882,967,1020,8
787,882,966,1020,8
789,882,966,1020,8
788,881,965,1021,8
789,882,966,1020,8
788,882,966,1021,8
788,882,966,1020,8
789,882,967,1021,8
789,882,966,1020,8
789,882,966,1020,8
788,882,966,1020,8
788,882,966,1021,8
789,882,967,1020,8
789,882,966,1020,8
788,882,966,1021,8
788,882,966,1021,8
788,881,967,1020,8
789,882,966,1021,8
789,883,966,1020,8
789,882,967,1021,8
788,881,967,1021,8
790,881,966,1021,8
789,883,966,1020,8
789,883,966,1021,8
788,883,967,1021,8
789,883,966,1020,8
789,882,966,1021,8
789,883,966,1021,8
788,882,967,1020,8
789,883,966,1020,8
788,882,966,1021,8
788,882,966,1021,8
788,882,966,1021,8
787,882,967,1021,8
787,881,966,1020,8
788,881,967,1020,8
788,882,966,1021,8
787,881,966,1021,8
788,881,966,1020,8
788,882,966,1020,8
789,882,965,1020,8
789,882,966,1020,8
788,882,967,1020,8
788,881,967,1020,8
787,882,966,1020,8
788,882,966,1021,8
789,882,966,1021,8
790,883,967,1020,8
789,883,965,1021,8
789,882,965,1020,8
790,882,966,1020,8
789,882,967,1021,8
790,882,967,1020,8
790,882,967,1020,8
790,883,967,1020,8
789,883,967,1020,8
790,882,966,1020,8
790,882,967,1020,8
790,883,966,1021,8
790,882,966,1020,8
790,883,967,1020,8
790,882,967,1021,8
789,882,967,1020,8
791,883,966,1020,8
790,882,967,1021,8
789,883,965,1020,8
790,883,967,1020,8
790,883,966,1020,8
791,882,966,1020,8
790,883,967,1021,8
790,883,965,1021,8
790,883,966,1020,8
790,882,967,1020,8
789,882,966,1020,8
789,882,966,1020,8
790,882,967,1020,8
788,882,966,1021,8
789,883,966,1020,8
789,883,966,1020,8
789,882,965,1021,8
788,882,966,1020,8
788,882,966,1021,8
788,882,966,1020,8
788,882,966,1020,8
787,882,966,1020,8
786,882,966,1019,8
787,881,965,1020,8
787,881,966,1021,8
787,882,966,1020,8
786,882,965,1021,8
785,881,966,1021,8
786,880,965,1020,8
785,881,965,1021,8
785,880,966,1020,8
785,881,966,1019,8
785,880,965,1020,8
785,881,965,1020,8
785,881,966,1020,8
785,880,965,1019,8
785,880,966,1020,8
785,880,966,1020,8
785,880,965,1020,8
784,880,965,1020,8
784,880,965,1019,8
784,881,966,1021,8
786,880,965,1020,8
785,881,965,1021,8
785,880,965,1020,8
785,881,965,1020,8
784,880,965,1021,8
784,880,966,1020,8
785,880,965,1020,8
785,880,966,1021,8
784,880,966,1021,8
784,880,965,1020,8
784,880,965,1020,8
785,880,965,1021,8
786,880,965,1020,8
786,880,965,1020,8
787,881,965,1020,8
786,880,965,1020,8
786,881,965,1020,8
786,881,965,1020,8
786,881,965,1020,8
786,881,965,1020,8
785,881,965,1020,8
786,880,966,1020,8
786,880,966,1020,8
786,880,965,1020,8
786,881,965,1020,8
786,880,965,1020,8
787,881,966,1020,8
786,881,966,1020,8
787,880,965,1020,8
786,882,966,1021,8
786,881,966,1019,8
786,881,965,1020,8
785,881,965,1020,8
786,882,965,1020,8
786,880,965,1020,8
